time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000363879;6.5146;-15.0236;-5.1284;0.0803;-0.6297;-0.4032
0000363889;6.4380;-14.8800;-5.0206;0.0901;-0.6253;-0.4004
0000363897;6.2249;-15.1529;-5.0230;0.0970;-0.6227;-0.4036
0000363905;6.2225;-15.1816;-4.9440;0.1106;-0.6354;-0.4044
0000363956;6.3542;-15.1816;-4.9560;0.1042;-0.6427;-0.3641
0000363964;6.4835;-15.2175;-4.8052;0.1079;-0.6524;-0.3740
0000363975;6.6990;-15.2798;-4.7381;0.1013;-0.6571;-0.3837
0000363983;6.5673;-15.3301;-4.7669;0.1166;-0.6792;-0.3985
0000363994;6.8019;-15.1744;-4.6687;0.1343;-0.7005;-0.4179
0000364002;6.8857;-15.2966;-4.7381;0.1536;-0.7266;-0.4362
0000364010;7.1132;-15.4091;-4.7142;0.1631;-0.7548;-0.4494
0000364064;7.4651;-15.0523;-4.5250;0.1516;-0.9830;-0.5828
0000364072;7.3454;-15.1433;-4.4843;0.1632;-1.0239;-0.5991
0000364083;7.2281;-15.2128;-4.4700;0.1775;-1.0858;-0.6198
0000364091;7.1443;-15.1960;-4.3191;0.1849;-1.1227;-0.6305
0000364102;7.3263;-15.3420;-4.3455;0.2177;-1.1772;-0.6663
0000364110;7.3382;-15.3373;-4.2760;0.2491;-1.2037;-0.6891
0000364121;7.2975;-15.4641;-4.3838;0.2783;-1.2528;-0.7148
0000364129;7.4268;-15.2846;-4.4963;0.2765;-1.2949;-0.7369
0000364140;7.2664;-15.4857;-4.5226;0.2661;-1.3499;-0.7631
0000364148;7.1180;-15.4689;-4.4748;0.2699;-1.3744;-0.7785
0000364159;7.2042;-15.5719;-4.5274;0.2775;-1.4117;-0.8076
0000364167;7.0677;-15.7012;-4.3742;0.2726;-1.4369;-0.8211
0000364175;7.2688;-15.6270;-4.3239;0.2793;-1.4639;-0.8294
0000364186;7.1922;-15.6485;-4.2329;0.2867;-1.5116;-0.8347
0000364194;7.2808;-15.6317;-4.1922;0.3003;-1.5479;-0.8344
0000364205;7.3167;-15.4665;-4.3311;0.3234;-1.6072;-0.8283
0000364213;7.4029;-15.2750;-4.3766;0.3387;-1.6563;-0.8176
0000364224;7.4843;-15.0116;-4.3646;0.3471;-1.7123;-0.8130
0000364232;7.4675;-15.0164;-4.3335;0.3436;-1.7605;-0.8114
0000364243;7.6351;-15.0332;-4.3431;0.3240;-1.7972;-0.7882
0000364251;7.6279;-15.0452;-4.3455;0.3064;-1.8143;-0.7675
0000364305;8.2935;-15.6724;-3.7972;0.3256;-1.8803;-0.6992
0000364313;8.1810;-15.9454;-3.7996;0.3456;-1.8858;-0.7155
0000364324;8.6287;-15.9023;-3.9217;0.3597;-1.8839;-0.7488
0000364332;8.4827;-16.2590;-3.9552;0.3659;-1.8895;-0.7894
0000364340;8.4467;-16.2135;-4.0869;0.3714;-1.8787;-0.8148
0000364351;8.4420;-16.3380;-4.5011;0.3429;-1.8826;-0.8496
0000364359;8.1834;-16.4769;-4.5586;0.3023;-1.8827;-0.8661
0000364370;7.9703;-16.4051;-4.6256;0.2217;-1.8736;-0.8852
0000364378;7.8027;-16.3644;-4.6256;0.1544;-1.8827;-0.8976
0000364389;7.8266;-16.2016;-4.5633;0.0633;-1.8808;-0.8942
0000364397;7.8362;-16.0364;-4.3622;0.0140;-1.8831;-0.8934
0000364408;7.9200;-15.8879;-4.2138;-0.0470;-1.8832;-0.8860
0000364416;8.1810;-15.7802;-4.0869;-0.0750;-1.9199;-0.8727
0000364427;8.2145;-15.6054;-3.8331;-0.0910;-1.9895;-0.8809
0000364435;8.1834;-15.6270;-3.8978;-0.0930;-2.0178;-0.8749
0000364446;8.2025;-15.3947;-3.7517;-0.0718;-2.0594;-0.8994
