time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000587892;7.2305;-15.3325;-2.9688;-0.2609;0.7866;0.5922
0000587902;7.1036;-15.3420;-2.9401;-0.2631;0.8186;0.6013
0000587910;7.1658;-15.3133;-2.8347;-0.2585;0.8489;0.6099
0000587918;7.0461;-15.5886;-2.6432;-0.2478;0.8847;0.6081
0000587926;7.3287;-15.4043;-2.5905;-0.2232;0.9190;0.6210
0000587934;7.1491;-15.5312;-2.7054;-0.2065;0.9491;0.6247
0000587942;7.4364;-15.4498;-2.6217;-0.1901;0.9766;0.6447
0000587950;7.3765;-15.6030;-2.5091;-0.1683;0.9987;0.6563
0000587958;7.6136;-15.5479;-2.4588;-0.1510;1.0247;0.6752
0000587966;7.7069;-15.5767;-2.5426;-0.1239;1.0488;0.6844
0000587974;7.7859;-15.5456;-2.5833;-0.1010;1.0710;0.6968
0000587982;7.8530;-15.4905;-2.5618;-0.0986;1.0878;0.7084
0000587990;7.6638;-15.5719;-2.5402;-0.0930;1.0849;0.7173
0000587998;7.7452;-15.5982;-2.3439;-0.1120;1.0764;0.7321
0000588006;7.8434;-15.6126;-2.4062;-0.1155;1.0597;0.7361
0000588014;7.8650;-15.5527;-2.3583;-0.1050;1.0287;0.7345
0000588022;8.0445;-15.4857;-2.5067;-0.0550;1.0127;0.7288
0000588030;7.7572;-15.3851;-2.6504;0.0689;1.0138;0.7096
0000588038;7.6375;-15.4043;-2.9018;0.2563;1.0511;0.6416
0000588046;7.2377;-15.5384;-3.1340;0.4599;1.1254;0.5485
0000588054;6.6463;-16.2925;-3.2465;0.5796;1.2048;0.4527
0000588062;6.4284;-16.7307;-2.8084;0.5412;1.2280;0.4285
0000588070;6.4548;-17.0731;-2.5666;0.3667;1.2063;0.4806
0000588078;7.1275;-16.8743;-2.5307;0.1652;1.1802;0.5808
0000588086;8.4539;-16.1130;-2.3463;0.0163;1.1578;0.6608
0000588094;8.9376;-16.0412;-2.0566;-0.0362;1.1161;0.6759
0000588102;9.2967;-15.7347;-1.7980;-0.0109;1.0886;0.6415
0000588110;9.3398;-15.5432;-1.7980;0.0963;1.0629;0.5641
0000588118;8.9998;-15.6724;-1.7334;0.2415;1.0619;0.4642
0000588126;8.5090;-15.9645;-2.1548;0.4162;1.0977;0.3615
0000588134;8.0302;-16.1393;-2.6384;0.5901;1.1531;0.2679
0000588142;7.3358;-16.4793;-3.1603;0.6831;1.2081;0.2084
0000588150;6.4069;-17.1090;-3.7397;0.6695;1.2621;0.1964
0000588158;5.7054;-17.6836;-4.0821;0.5764;1.3058;0.2272
0000588166;5.5905;-17.9828;-4.1851;0.4151;1.3507;0.2951
0000588174;5.4492;-18.3372;-4.2329;0.2382;1.3753;0.3709
0000588182;5.6048;-18.2031;-4.0821;0.0909;1.4011;0.4234
0000588190;5.9903;-17.7817;-3.8331;-0.0238;1.4278;0.4527
0000588198;6.0549;-17.4657;-3.5267;-0.0901;1.4542;0.4602
0000588206;6.1387;-17.0228;-3.3830;-0.1151;1.4639;0.4414
0000588214;6.2968;-16.5655;-3.2202;-0.1220;1.4590;0.4303
0000588222;6.0645;-16.2399;-3.0670;-0.1235;1.4414;0.4109
0000588230;6.2058;-15.8448;-2.9951;-0.1091;1.4232;0.4017
0000588238;6.0190;-15.6389;-3.1053;-0.1077;1.4040;0.4064
0000588246;6.0956;-15.4378;-3.0311;-0.1116;1.3868;0.4052
0000588254;5.9520;-15.4522;-2.9856;-0.1102;1.3844;0.3981
0000588262;5.6407;-15.5312;-2.8228;-0.1170;1.3876;0.3994
0000588270;5.5881;-15.3037;-2.8730;-0.1015;1.3940;0.3933
0000588278;5.3463;-15.3636;-2.7988;-0.0901;1.4033;0.4020
0000588286;5.3822;-15.2391;-2.8730;-0.0538;1.4041;0.4106
0000588294;5.2002;-15.4163;-2.8587;-0.0171;1.3949;0.4250
0000588302;5.4324;-15.5384;-2.8539;0.0029;1.3832;0.4482
0000588310;5.7054;-15.6030;-2.9616;0.0169;1.3737;0.4642
0000588318;5.8107;-15.7275;-3.0670;0.0366;1.3687;0.4680
0000588326;5.9999;-15.9550;-3.1699;0.0390;1.3607;0.4638
0000588334;6.0382;-16.2471;-3.3279;0.0233;1.3538;0.4584
0000588342;6.1387;-16.2183;-3.4046;0.0105;1.3318;0.4505
0000588350;6.3183;-16.3644;-3.3495;-0.0080;1.2910;0.4389
0000588358;6.5841;-16.2758;-3.3830;-0.0452;1.2648;0.4450
0000588366;6.4596;-16.5320;-3.4788;-0.0822;1.2299;0.4353
0000588374;6.9456;-16.4266;-3.4979;-0.1358;1.1952;0.4394
0000588382;6.8426;-16.4146;-3.3998;-0.1811;1.1538;0.4255
0000588390;6.7947;-16.2925;-3.3040;-0.2368;1.1249;0.4190
0000588398;6.6918;-16.1537;-3.2346;-0.2734;1.1058;0.4061
0000588406;6.5817;-15.9933;-3.1292;-0.2980;1.0910;0.3836
0000588414;6.7493;-15.7993;-3.1005;-0.3002;1.0881;0.3581
0000588422;6.5003;-15.9262;-2.9688;-0.3034;1.0932;0.3403
0000588430;6.4476;-15.7371;-2.8371;-0.2887;1.0940;0.3218
0000588438;6.4883;-15.7515;-2.9688;-0.2731;1.1050;0.3086
0000588446;6.3542;-15.8712;-3.0694;-0.2358;1.1012;0.2970
0000588454;6.5649;-15.7060;-3.0095;-0.2122;1.0918;0.2802
0000588520;6.4835;-15.6629;-3.4644;-0.3373;0.9461;0.2152
0000588528;6.4284;-15.5144;-3.2561;-0.3501;0.9383;0.2121
0000588536;6.2920;-15.4258;-3.2202;-0.3592;0.9390;0.2160
0000588544;5.9496;-15.4713;-3.0909;-0.3520;0.9334;0.2118
0000588552;5.8347;-15.3253;-3.0454;-0.3311;0.9317;0.2246
0000588560;5.7245;-15.3181;-2.9233;-0.3060;0.9329;0.2229
0000588568;5.4468;-15.5049;-2.8826;-0.2807;0.9439;0.2316
0000588576;5.5976;-15.2032;-2.8515;-0.2481;0.9594;0.2273
0000588584;5.4731;-15.4330;-2.8802;-0.2202;0.9868;0.2289
0000588592;5.4085;-15.5120;-2.7964;-0.1951;1.0078;0.2296
0000588600;5.5426;-15.4354;-2.8635;-0.1824;1.0300;0.2166
0000588608;5.5474;-15.2989;-2.8467;-0.1912;1.0689;0.2122
0000588616;5.4708;-15.5288;-3.0311;-0.1951;1.0977;0.2044
0000588624;5.5929;-15.3157;-2.8874;-0.2092;1.1243;0.2030
0000588632;5.4085;-15.5336;-2.8706;-0.2172;1.1398;0.1961
0000588640;5.6790;-15.6102;-2.7821;-0.2218;1.1510;0.2028
0000588648;5.7365;-15.5336;-2.8515;-0.2082;1.1612;0.2028
0000588656;5.8993;-15.6030;-3.0311;-0.1965;1.1772;0.2037
0000588664;6.1746;-15.3444;-3.1292;-0.1941;1.1940;0.2026
0000588672;5.8634;-15.5432;-3.1963;-0.2076;1.1967;0.1980
0000588680;5.6934;-15.6796;-3.3016;-0.2333;1.2033;0.2037
0000588688;5.6240;-15.7467;-3.3543;-0.2655;1.2019;0.2089
0000588696;5.2768;-15.8017;-3.2872;-0.2972;1.2147;0.2114
0000588704;5.1858;-15.9023;-3.0335;-0.3327;1.2172;0.2162
0000588712;5.1308;-15.8712;-2.8323;-0.3669;1.2256;0.2281
0000588720;5.0733;-15.9047;-2.7677;-0.3828;1.2461;0.2326
0000588728;5.2577;-15.6796;-2.6360;-0.4070;1.2926;0.2217
0000588736;5.0613;-15.4929;-2.3966;-0.4374;1.3725;0.2149
0000588744;4.7238;-15.2966;-2.3008;-0.4415;1.4489;0.1915
0000588752;4.5562;-14.9350;-2.5762;-0.3704;1.5132;0.1781
0000588760;4.8147;-14.4849;-3.2394;-0.1957;1.5597;0.2006
0000588768;5.5138;-14.6046;-4.3479;0.0813;1.6080;0.2601
0000588776;6.2656;-15.3540;-5.3678;0.3788;1.6506;0.3547
0000588784;7.5800;-17.0970;-6.0621;0.6338;1.6542;0.5002
0000588792;8.2337;-19.2183;-6.1483;0.7785;1.5916;0.6722
0000588800;7.9847;-20.8870;-5.7509;0.6595;1.6109;0.7602
0000588808;7.2305;-21.2533;-5.9328;0.3403;1.6601;0.6925
0000588816;6.2537;-20.5183;-6.3638;-0.0605;1.7044;0.5084
0000588824;5.9568;-19.5367;-5.9616;-0.5104;1.7505;0.3385
0000588832;5.6383;-18.3755;-4.9560;-0.8791;1.8075;0.2567
0000588840;5.4588;-17.4849;-4.0199;-1.0439;1.8512;0.2625
0000588848;5.1595;-16.7905;-3.2585;-1.0203;1.8667;0.3647
0000588856;5.4684;-15.9071;-2.6480;-0.9014;1.8750;0.4975
0000588864;5.5474;-15.5719;-2.3679;-0.7298;1.8824;0.6302
0000588872;6.0286;-15.0547;-2.3320;-0.5348;1.8795;0.7350
0000588880;6.6607;-14.8105;-2.3774;-0.3384;1.8924;0.8041
0000588888;7.2257;-15.0547;-2.5833;-0.1583;1.9073;0.8250
0000588896;7.9775;-14.9781;-2.8970;-0.0035;1.9075;0.8066
0000588904;8.6431;-15.0595;-3.3902;0.0894;1.9068;0.7649
0000588912;9.0261;-15.2223;-3.7733;0.1074;1.8979;0.7032
0000588920;9.3254;-15.2726;-4.2760;0.0588;1.8715;0.6324
0000588928;9.5433;-15.2726;-4.5250;-0.0498;1.8507;0.5718
0000588936;9.6822;-15.1601;-4.5250;-0.1836;1.8242;0.5276
0000588944;9.6391;-15.2104;-4.4221;-0.2899;1.7885;0.4939
0000588952;9.5361;-15.1290;-4.0701;-0.3488;1.7652;0.4878
0000588960;9.1004;-15.1721;-3.7709;-0.3713;1.7543;0.5017
0000588968;8.6263;-15.3133;-3.5745;-0.3529;1.7467;0.5281
0000588976;8.4970;-15.0715;-3.4165;-0.3052;1.7485;0.5565
0000588984;8.2193;-14.9302;-3.4716;-0.2651;1.7588;0.5817
0000588992;8.0589;-14.5974;-3.3854;-0.2542;1.7810;0.6097
0000589000;8.1379;-14.4921;-3.3662;-0.2478;1.8057;0.6210
0000589008;7.8697;-14.4155;-3.3950;-0.2534;1.8427;0.6320
0000589016;8.0230;-14.2503;-3.3615;-0.2550;1.8696;0.6299
0000589024;8.0565;-13.9702;-3.4165;-0.2453;1.8973;0.6318
0000589032;7.9775;-13.8959;-3.3375;-0.2305;1.9301;0.6351
0000589040;8.1499;-13.7714;-3.4357;-0.2014;1.9569;0.6446
0000589048;7.7237;-14.1114;-3.2825;-0.1495;1.9805;0.6555
0000589056;7.8266;-14.3293;-3.2537;-0.0877;2.0121;0.6804
0000589064;7.7524;-14.5687;-3.3351;-0.0220;2.0388;0.7019
0000589072;7.5441;-14.9949;-3.4907;0.0348;2.0530;0.7306
0000589080;7.6662;-15.1505;-3.4812;0.0608;2.0757;0.7738
0000589146;8.5138;-15.0954;-3.1723;-0.1556;2.1855;0.9593
0000589154;8.7340;-15.1505;-3.0382;-0.1200;2.1826;0.9603
0000589162;9.0453;-15.1242;-3.0670;-0.0731;2.1785;0.9571
0000589170;9.2967;-15.1984;-3.0861;-0.0266;2.1599;0.9486
0000589178;9.5002;-15.2678;-3.1173;0.0069;2.1436;0.9443
0000589186;9.5912;-15.3588;-3.2082;0.0281;2.1237;0.9348
0000589194;9.8713;-15.3444;-3.3255;0.0350;2.0936;0.9298
0000589202;9.6462;-15.7108;-3.3998;0.0195;2.0611;0.9270
0000589210;9.6247;-15.6940;-3.4692;-0.0148;2.0379;0.9349
0000589218;9.8378;-15.7036;-3.4692;-0.0517;2.0109;0.9386
0000589226;9.7229;-15.7538;-3.4093;-0.1015;1.9901;0.9501
0000589234;9.4858;-15.9717;-3.4213;-0.1544;1.9705;0.9609
0000589242;9.5672;-15.7993;-3.5386;-0.1948;1.9441;0.9665
0000589250;9.2823;-15.8041;-3.5027;-0.2411;1.9235;0.9751
0000589258;9.1913;-15.8041;-3.4644;-0.2779;1.9035;0.9816
0000589266;9.0932;-15.6653;-3.3830;-0.3098;1.8812;0.9838
0000589274;8.9543;-15.4594;-3.2801;-0.3388;1.8543;0.9959
0000589282;8.8777;-15.3516;-3.0813;-0.3555;1.8165;1.0052
0000589290;8.6598;-15.2966;-2.9018;-0.3436;1.7713;1.0179
0000589298;8.7125;-15.0332;-2.8754;-0.3100;1.7416;1.0391
0000589306;8.7125;-14.8105;-2.8563;-0.2419;1.6979;1.0448
0000589314;8.6000;-14.7962;-2.8180;-0.1647;1.6662;1.0360
0000589322;8.4443;-14.8488;-2.7318;-0.0628;1.6390;1.0011
0000589330;7.8554;-14.7914;-3.2154;0.0807;1.6113;0.9715
0000589338;8.5425;-14.9877;-4.4029;0.3277;1.6840;0.9145
0000589346;8.5186;-16.2878;-5.0278;0.7294;1.8796;0.6456
0000589354;7.2544;-18.2414;-4.6448;1.0728;2.0171;0.3058
0000589362;6.7756;-19.8910;-3.8307;1.0649;2.0205;0.2277
0000589370;6.7804;-20.8990;-3.1532;0.6751;1.8706;0.4277
0000589378;8.0613;-20.7841;-1.9417;0.0915;1.6671;0.6995
0000589386;9.3877;-19.3811;-1.9273;-0.3681;1.5913;0.8677
0000589394;10.3765;-17.5998;-2.2386;-0.5692;1.5384;0.9074
0000589402;10.1921;-16.1273;-2.2003;-0.6308;1.5100;0.8841
0000589410;9.6630;-14.8656;-1.9249;-0.5974;1.4807;0.7903
0000589418;8.6622;-14.2790;-1.6305;-0.4864;1.4971;0.6234
0000589426;7.7931;-13.8936;-1.7717;-0.2988;1.5695;0.4229
0000589434;6.9073;-13.7954;-1.8076;-0.0917;1.6674;0.2681
0000589442;5.6743;-14.1665;-1.9297;0.0831;1.7878;0.1835
0000589450;4.7309;-14.4993;-2.2170;0.2172;1.9035;0.1648
0000589458;3.9241;-15.2966;-2.1500;0.2825;2.0010;0.1997
0000589466;3.8475;-16.1202;-2.0375;0.2566;2.0616;0.2838
0000589474;4.0151;-16.9749;-2.1356;0.1935;2.0899;0.3834
0000589482;4.6759;-17.4346;-2.3631;0.1438;2.1059;0.4834
0000589490;5.5737;-17.3771;-2.3607;0.1063;2.0891;0.5737
0000589498;5.8347;-17.5758;-2.6384;0.0982;2.0650;0.6460
0000589506;6.1627;-17.5088;-2.9305;0.1160;2.0070;0.6869
0000589514;6.1387;-17.4992;-3.2322;0.1151;1.9376;0.7053
0000589522;6.1172;-17.5399;-3.3112;0.0959;1.8458;0.7000
0000589530;6.0669;-17.7051;-3.2609;0.0370;1.7629;0.6857
0000589538;6.3375;-17.4585;-3.2992;-0.0456;1.6878;0.6805
0000589546;6.2896;-17.2766;-3.3016;-0.1339;1.6415;0.6800
0000589554;6.3303;-17.0635;-3.1627;-0.1884;1.6062;0.6732
0000589562;6.2584;-16.6349;-3.2034;-0.2358;1.6034;0.6744
0000589570;6.1411;-16.2016;-2.9736;-0.2686;1.6126;0.6712
0000589578;6.1866;-15.7802;-2.9425;-0.2862;1.6323;0.6728
0000589586;5.8490;-15.5815;-2.7749;-0.2930;1.6519;0.6856
0000589594;5.8179;-15.3373;-2.5594;-0.2938;1.6804;0.7045
0000589602;5.9448;-15.3468;-2.2601;-0.2810;1.7087;0.7173
0000589610;5.8730;-15.3995;-2.3080;-0.2567;1.7345;0.7362
0000589618;5.9304;-15.5551;-2.1165;-0.2337;1.7800;0.7458
0000589626;5.9376;-15.6892;-2.0399;-0.1948;1.8299;0.7381
0000589634;5.7820;-15.9334;-2.1476;-0.1700;1.8851;0.7228
0000589642;5.7700;-16.0555;-2.2122;-0.1584;1.9300;0.6901
0000589650;5.7748;-16.2734;-2.3846;-0.1716;1.9676;0.6614
0000589658;6.0908;-16.2016;-2.5833;-0.1679;1.9750;0.6289
0000589666;6.2345;-16.3787;-2.7342;-0.1732;1.9729;0.6117
0000589674;6.5625;-16.2375;-2.8922;-0.1811;1.9609;0.5973
0000589682;7.0437;-16.1680;-2.9640;-0.1880;1.9261;0.5922
0000589690;7.2425;-16.1537;-2.9449;-0.2105;1.8820;0.5967
0000589698;7.5609;-15.9765;-2.9137;-0.2237;1.8339;0.6053
0000589706;7.4364;-16.0747;-2.8132;-0.2466;1.7877;0.6155
0000589772;7.1706;-15.6150;-3.3686;-0.2675;1.3328;0.4275
0000589780;7.0390;-15.8664;-3.3447;-0.2975;1.2794;0.3981
0000589788;7.2927;-15.8807;-3.3926;-0.3316;1.2493;0.3728
0000589796;7.0054;-16.1800;-3.2298;-0.3524;1.2307;0.3449
0000589804;7.0078;-15.9047;-3.0646;-0.3532;1.2237;0.3146
0000589812;6.8163;-15.6174;-3.0167;-0.3344;1.2260;0.2721
0000589820;6.5027;-15.3468;-2.9712;-0.3308;1.2384;0.2392
0000589828;6.3877;-15.3037;-2.7964;-0.3500;1.2646;0.2133
0000589836;6.2489;-15.1936;-2.5522;-0.3721;1.2902;0.2021
0000589844;5.8849;-15.2654;-2.3607;-0.3701;1.3243;0.2062
0000589852;6.0573;-14.9853;-2.3176;-0.3408;1.3519;0.2216
0000589860;5.9376;-15.0428;-2.3320;-0.2940;1.3771;0.2376
0000589868;5.9783;-15.1481;-2.6887;-0.2277;1.4012;0.2489
0000589876;6.5314;-15.1194;-3.0909;-0.1567;1.4430;0.2785
0000589884;6.9647;-15.3827;-3.2370;-0.0602;1.4685;0.3058
0000589892;6.9192;-15.8376;-3.1029;0.0293;1.4484;0.3262
0000589900;7.1754;-16.3500;-3.2848;0.0895;1.4007;0.3404
0000589908;7.2592;-16.8672;-3.4572;0.1123;1.3837;0.3917
0000589916;7.1970;-17.3723;-3.6440;0.0937;1.3800;0.4501
0000589924;7.1443;-17.3604;-3.9744;0.0193;1.3737;0.4906
0000589932;6.9935;-17.4633;-4.6735;-0.0513;1.3503;0.5156
0000589940;6.7325;-17.3460;-5.0613;-0.1103;1.2740;0.5317
0000589948;6.6319;-17.2023;-4.8602;-0.2046;1.1670;0.5450
0000589956;7.1012;-16.6158;-4.3359;-0.3645;1.0869;0.5413
0000589964;7.3646;-16.4482;-3.5937;-0.5317;1.0517;0.5097
0000589972;7.3789;-15.9789;-2.9904;-0.6439;1.0738;0.4599
0000589980;7.1156;-15.7706;-2.4062;-0.6520;1.0922;0.3901
0000589988;6.9719;-15.1146;-2.0973;-0.5553;1.1167;0.3244
0000589996;6.6774;-14.6836;-2.1883;-0.3889;1.1335;0.2896
0000590004;6.4835;-14.6549;-2.2290;-0.2030;1.1319;0.2903
0000590012;6.6104;-14.8297;-2.5929;-0.0357;1.1229;0.3135
0000590020;6.7062;-15.2199;-2.8156;0.0662;1.1265;0.3493
0000590028;6.8857;-15.5384;-3.1149;0.1075;1.1303;0.3852
0000590036;7.0366;-15.8640;-3.4979;0.0990;1.1361;0.4269
0000590044;7.0940;-16.0842;-3.7589;0.0577;1.1339;0.4580
0000590052;7.5417;-16.2638;-3.9600;-0.0144;1.1405;0.4859
0000590060;7.5034;-16.4362;-4.0127;-0.0819;1.1454;0.5083
0000590068;7.7572;-16.3309;-4.0390;-0.1435;1.1415;0.5144
0000590076;7.9823;-16.3045;-3.9840;-0.2140;1.1527;0.5257
0000590084;8.0661;-16.0531;-3.9983;-0.2726;1.1481;0.5236
0000590092;8.0517;-15.6198;-3.8499;-0.3162;1.1409;0.5171
0000590100;7.9871;-15.5479;-3.8044;-0.3423;1.1261;0.5085
0000590108;8.0014;-15.3133;-3.6583;-0.3481;1.1081;0.4999
0000590116;8.1020;-15.0978;-3.6895;-0.3408;1.0788;0.4836
0000590124;8.3127;-14.9494;-3.6871;-0.3175;1.0359;0.4700
0000590132;8.6574;-14.9135;-3.7038;-0.2766;0.9868;0.4501
0000590140;8.7676;-14.9901;-3.5410;-0.2349;0.9249;0.4353
0000590148;9.1363;-14.9805;-3.7206;-0.1837;0.8600;0.4082
0000590156;9.2895;-15.0619;-3.7014;-0.1334;0.7845;0.3748
0000590164;8.9711;-15.4641;-3.7733;-0.0923;0.7040;0.3391
0000590172;9.0094;-15.4426;-3.9097;-0.0807;0.6418;0.3010
0000590180;8.8322;-15.4857;-3.9552;-0.0791;0.5781;0.2471
0000590188;8.9184;-15.5120;-3.9265;-0.1022;0.5299;0.1970
0000590196;8.5904;-15.7347;-3.9241;-0.1235;0.4822;0.1499
0000590204;8.5258;-15.6796;-3.7421;-0.1507;0.4526;0.1122
0000590212;8.4276;-15.7802;-3.5961;-0.1779;0.4158;0.0858
0000590220;8.4467;-15.7802;-3.5123;-0.1899;0.3918;0.0719
0000590228;8.3270;-15.8281;-3.3399;-0.1933;0.3557;0.0510
0000590236;8.1283;-15.5863;-3.1963;-0.1859;0.3319;0.0457
0000590244;8.3390;-15.5096;-3.1508;-0.1741;0.3179;0.0397
0000590252;8.2049;-15.4163;-3.0550;-0.1396;0.2904;0.0233
0000590260;8.2408;-15.5288;-2.9832;-0.1070;0.2649;0.0100
0000590268;8.1307;-15.6844;-2.9616;-0.0738;0.2338;0.0012
0000590276;8.1762;-15.7969;-2.9521;-0.0545;0.2134;-0.0007
0000590284;8.2337;-15.8688;-2.9928;-0.0389;0.1908;-0.0224
0000590292;8.1283;-15.9645;-3.0598;-0.0365;0.1715;-0.0396
0000590300;8.2456;-16.0938;-3.2561;-0.0236;0.1360;-0.0648
0000590308;8.3270;-15.8400;-3.4117;-0.0220;0.1182;-0.0785
0000590316;8.3199;-15.6748;-3.5027;-0.0286;0.0798;-0.0973
0000590324;8.3582;-15.5934;-3.4764;-0.0325;0.0422;-0.1069
0000590391;8.3629;-15.3540;-3.7062;0.1487;-0.2458;-0.1887
0000590399;8.3773;-15.3804;-3.6966;0.1487;-0.2718;-0.1932
0000590407;8.4204;-15.3708;-3.7900;0.1537;-0.3076;-0.2022
0000590415;8.1977;-15.5839;-3.8164;0.1476;-0.3432;-0.2170
0000590423;8.3103;-15.6533;-3.8786;0.1456;-0.3645;-0.2208
0000590431;8.2552;-15.5599;-3.8283;0.1467;-0.3933;-0.2388
0000590439;8.3151;-15.5503;-3.7852;0.1448;-0.4215;-0.2509
0000590447;8.0637;-15.6964;-3.8283;0.1556;-0.4519;-0.2673
0000590455;8.1307;-15.5384;-3.9744;0.1608;-0.4690;-0.2729
0000590463;7.9895;-15.5527;-3.9720;0.1807;-0.5032;-0.2920
0000590471;7.7644;-15.5264;-3.9792;0.1927;-0.5187;-0.2884
0000590479;7.9368;-15.4881;-4.0821;0.2041;-0.5454;-0.2916
0000590487;7.9775;-15.2774;-4.1300;0.2200;-0.5794;-0.2958
0000590495;7.6351;-15.4905;-4.0223;0.2264;-0.5903;-0.2859
0000590503;7.3526;-15.5312;-4.2042;0.2260;-0.6073;-0.2810
0000590511;7.5322;-15.6772;-4.1635;0.2376;-0.6306;-0.2843
0000590519;7.4124;-15.5360;-4.2545;0.2337;-0.6358;-0.2730
0000590527;7.1228;-15.7658;-4.2377;0.2244;-0.6403;-0.2671
0000590535;7.4915;-15.5072;-4.3311;0.2210;-0.6495;-0.2674
0000590543;7.1635;-15.8424;-4.4173;0.2168;-0.6459;-0.2590
0000590551;7.0629;-15.8185;-4.4269;0.2096;-0.6470;-0.2537
0000590559;7.3358;-15.5982;-4.4843;0.2118;-0.6442;-0.2451
0000590567;6.9863;-15.8352;-4.4676;0.2029;-0.6318;-0.2293
0000590575;7.0390;-15.7179;-4.5131;0.2030;-0.6435;-0.2225
0000590583;7.1371;-15.6868;-4.5298;0.1907;-0.6335;-0.2034
0000590591;7.0725;-15.7203;-4.6783;0.1776;-0.6283;-0.1962
0000590599;7.2185;-15.6222;-4.6424;0.1753;-0.6242;-0.1901
0000590607;7.2592;-15.5264;-4.6352;0.1608;-0.6109;-0.1869
0000590615;7.3550;-15.4977;-4.5490;0.1549;-0.6118;-0.1751
0000590623;7.6040;-15.3780;-4.6232;0.1541;-0.6167;-0.1665
0000590631;7.3646;-15.4594;-4.6687;0.1484;-0.6073;-0.1527
0000590639;7.2065;-15.5432;-4.5466;0.1474;-0.5982;-0.1406
0000590647;7.1204;-15.3804;-4.6017;0.1535;-0.5983;-0.1270
0000590655;7.0390;-15.4115;-4.6495;0.1520;-0.5966;-0.1232
0000590663;7.0054;-15.1721;-4.5921;0.1499;-0.5933;-0.1294
0000590671;7.2712;-15.2104;-4.6663;0.1454;-0.5838;-0.1314
0000590679;7.5417;-15.2654;-4.5107;0.1544;-0.5977;-0.1467
0000590687;7.5968;-15.2319;-4.3718;0.1575;-0.5995;-0.1565
0000590695;7.5729;-15.2966;-4.3814;0.1803;-0.6015;-0.1728
0000590703;7.5776;-15.4187;-4.2952;0.2041;-0.6013;-0.1860
0000590711;7.7452;-15.3684;-4.3000;0.2332;-0.6023;-0.1969
0000590719;7.7907;-15.5743;-4.3024;0.2682;-0.6158;-0.2070
0000590727;7.8817;-15.4713;-4.3024;0.2828;-0.6273;-0.2109
0000590735;7.9487;-15.8065;-4.2521;0.2713;-0.6340;-0.2057
0000590743;7.9152;-16.0747;-4.1515;0.2402;-0.6562;-0.1998
0000590751;7.8219;-16.2399;-3.9409;0.1803;-0.6792;-0.1927
0000590759;7.8075;-16.4290;-3.7972;0.1162;-0.7096;-0.1824
0000590767;8.1116;-16.5128;-3.5721;0.0433;-0.7450;-0.1707
0000590775;8.5234;-16.4601;-3.3208;-0.0258;-0.7842;-0.1600
0000590783;8.6072;-16.4745;-3.0646;-0.0859;-0.8279;-0.1556
0000590791;8.7484;-16.3692;-2.8036;-0.1323;-0.8723;-0.1462
0000590799;8.7221;-16.3620;-2.6025;-0.1628;-0.9101;-0.1464
0000590807;8.9160;-16.1010;-2.4253;-0.1823;-0.9374;-0.1484
0000590815;9.0716;-15.9933;-2.3367;-0.1716;-0.9715;-0.1672
0000590823;8.9783;-16.1944;-2.0710;-0.1366;-1.0123;-0.1912
0000590831;9.1267;-16.1226;-1.9130;-0.0990;-1.0372;-0.2000
