time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000972427;3.9600;2.6528;-3.0335;0.0786;0.1083;-0.0325
0000972436;4.1132;2.6935;-2.9975;0.0958;0.1123;-0.0209
0000972444;4.4101;2.7653;-2.7988;0.1159;0.1092;-0.0316
0000972452;4.6448;2.9281;-2.6049;0.1487;0.1015;-0.0594
0000972461;4.6448;2.9832;-2.6240;0.1764;0.1023;-0.0862
0000972469;4.6088;2.8539;-2.7294;0.2113;0.0859;-0.1086
0000972477;4.5250;2.8563;-2.7797;0.2222;0.0887;-0.1091
0000972488;4.1683;2.5522;-2.9568;0.2196;0.0658;-0.1094
0000972496;4.0175;2.4110;-2.9736;0.2010;0.0517;-0.1006
0000972507;3.7421;2.2075;-2.9257;0.1731;0.0305;-0.0899
0000972515;3.8020;2.2889;-2.8730;0.1555;0.0405;-0.0821
0000972569;4.4149;2.2458;-2.8611;0.0767;0.0967;-0.1563
0000972577;4.3718;2.1141;-2.9473;0.0659;0.0605;-0.1728
0000972588;4.3335;2.2529;-2.9042;0.0197;0.0337;-0.1548
0000972596;4.4700;2.2889;-2.9880;-0.0104;0.0104;-0.1462
0000972604;4.8267;2.5115;-2.8683;-0.0448;-0.0051;-0.1167
0000972615;4.5993;2.6791;-2.6408;-0.0641;-0.0353;-0.0750
0000972623;4.8076;2.8898;-2.5833;-0.0661;-0.0562;-0.0405
0000972634;4.6519;3.1747;-2.5833;-0.0460;-0.0903;-0.0104
0000972642;4.5107;3.1484;-2.7557;-0.0248;-0.1002;-0.0100
0000972653;4.2665;3.2298;-2.9353;0.0465;-0.1203;-0.0282
0000972661;3.9456;2.9975;-2.9880;0.0683;-0.1379;-0.0502
0000972672;3.7613;2.6815;-3.1077;0.0734;-0.1463;-0.1054
0000972680;3.8116;2.5546;-3.2561;0.0588;-0.1535;-0.1279
0000972688;3.8355;2.4972;-3.1101;0.0207;-0.1455;-0.1162
0000972699;4.1539;2.5331;-2.9233;-0.0084;-0.1247;-0.0959
0000972707;4.2090;2.5115;-2.8323;-0.0049;-0.1194;-0.0735
0000972718;4.1899;2.5091;-2.5379;0.0285;-0.1210;-0.0474
0000972726;4.3120;2.5019;-2.7031;0.0485;-0.1127;-0.0135
0000972737;4.0103;2.3894;-3.1125;0.0578;-0.0994;0.0159
0000972745;4.0127;2.4684;-3.4141;0.0420;-0.0907;0.0157
0000972756;3.8762;2.4804;-3.4189;-0.0076;-0.0982;-0.0008
0000972764;3.7900;2.3200;-3.3351;-0.0369;-0.1110;-0.0233
0000972772;3.7302;2.4038;-3.1771;-0.0400;-0.1255;-0.0478
0000972826;3.8690;2.1668;-3.1292;0.0306;-0.0874;-0.1058
0000972834;3.7972;2.1428;-3.1053;0.0148;-0.0851;-0.1091
0000972845;3.6488;1.9872;-3.0095;-0.0127;-0.0926;-0.1292
0000972853;3.6392;2.1763;-3.1244;-0.0629;-0.1041;-0.1375
0000972864;3.6799;2.3774;-3.3998;-0.1435;-0.1223;-0.1358
0000972872;3.5554;2.6719;-3.3710;-0.2129;-0.1196;-0.1194
0000972883;3.7445;3.0382;-3.4117;-0.2539;-0.1307;-0.1015
0000972891;3.7469;3.1292;-3.4022;-0.2366;-0.1368;-0.1049
0000972902;3.7230;3.2729;-3.1699;-0.1519;-0.1295;-0.1143
0000972910;3.7134;3.2513;-3.1675;-0.0444;-0.1124;-0.1394
0000972918;3.6536;3.0837;-3.1699;0.0609;-0.0963;-0.1799
0000972929;3.3998;2.4828;-3.4285;0.1522;-0.0795;-0.2341
0000972937;3.1005;2.2290;-3.4860;0.1592;-0.0798;-0.2823
0000972948;2.9233;1.9872;-3.5267;0.0605;-0.0702;-0.2972
0000972956;2.5570;1.5419;-3.7565;-0.0301;-0.0628;-0.3043
0000972967;2.8228;1.6831;-4.2234;-0.1355;-0.0270;-0.2919
0000972975;2.8132;1.8411;-4.6280;-0.1859;0.0163;-0.2735
0000972986;2.4373;1.7526;-4.8937;-0.1973;0.0710;-0.2634
0000972994;2.4445;2.0446;-4.5921;-0.2236;0.1095;-0.2450
0000973002;2.2936;1.9872;-3.9840;-0.2649;0.1312;-0.2232
0000973013;2.3703;2.5881;-3.4022;-0.3377;0.1547;-0.1788
0000973021;2.6169;2.8395;-3.2274;-0.3527;0.1695;-0.1720
0000973071;2.9377;2.7869;-2.7581;0.3218;0.4742;-0.3607
0000973079;2.9137;2.0255;-2.8204;0.3844;0.4752;-0.3695
0000973090;3.3854;1.2019;-2.4301;0.3689;0.4559;-0.3726
0000973098;3.9337;0.8212;-2.3056;0.2986;0.4302;-0.3765
0000973109;4.4963;0.5507;-2.2673;0.1069;0.3908;-0.3886
0000973117;4.8746;0.8763;-2.4493;-0.0421;0.3639;-0.4166
0000973125;4.9871;0.7973;-2.6504;-0.1450;0.3769;-0.4616
0000973136;4.6591;1.4605;-3.0598;-0.1781;0.3977;-0.5233
0000973144;4.0366;1.7621;-3.2178;-0.1603;0.4128;-0.5323
