time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
35006;2.8156;-15.7586;-0.8499;0.0238;-0.0224;0.0115
35019;2.9832;-15.6748;-0.6967;0.0268;-0.0215;-0.0011
35028;2.9784;-15.8137;-0.7302;0.0236;-0.022;-0.0157
35040;2.6983;-15.9981;-0.7709;0.0107;-0.0321;-0.02
35049;3.0095;-15.7515;-0.7661;0.0025;-0.0349;-0.0237
35062;2.8156;-15.7898;-0.7877;-0.0115;-0.0432;-0.0336
35071;2.8635;-15.8927;-0.7805;-0.0218;-0.0388;-0.038
35080;2.8252;-15.9262;-0.7398;-0.0233;-0.0393;-0.0457
35092;2.8659;-15.6892;-0.8763;-0.0211;-0.0393;-0.0514
35101;2.897;-15.8017;-1.0008;-0.0135;-0.0321;-0.053
35114;2.9951;-15.6293;-0.9433;0.0103;-0.0236;-0.0528
35123;2.9616;-15.6916;-0.9457;0.0181;-0.0048;-0.0489
35135;3.0382;-15.5863;-0.8212;0.0349;0.0097;-0.0556
35144;2.8706;-15.6772;-0.7446;0.0576;0.018;-0.0638
35213;2.9066;-15.8305;-0.8212;0.1259;0.0686;-0.1195
35222;3.0191;-15.7347;-0.6369;0.1272;0.0589;-0.1296
35234;3.0813;-15.706;-0.644;0.1118;0.0474;-0.1323
35243;3.0358;-15.7155;-0.5914;0.0998;0.0454;-0.1335
35256;2.873;-15.7874;-0.5531;0.0863;0.0313;-0.1296
35265;3.1005;-15.8376;-0.5818;0.0811;0.0136;-0.1428
35274;2.9425;-15.8999;-0.5076;0.0658;0.0064;-0.1359
35286;3.122;-15.7275;-0.4573;0.0584;-0.0093;-0.1359
35295;3.1268;-15.8496;-0.5267;0.0344;-0.0109;-0.1288
35308;3.1508;-15.7993;-0.5674;0.026;-0.0293;-0.1298
35317;3.0263;-15.9095;-0.5866;0.0256;-0.0282;-0.1152
35329;3.1388;-15.8113;-0.6057;0.0249;-0.0414;-0.1166
35338;3.1963;-15.7778;-0.6321;0.0262;-0.0405;-0.1094
35351;3.1987;-15.7347;-0.7374;0.0356;-0.0404;-0.1103
35360;3.2896;-15.7491;-0.6704;0.0462;-0.0472;-0.1122
35372;3.2202;-15.8161;-0.6728;0.0549;-0.0382;-0.1002
35381;3.1675;-15.8807;-0.7997;0.0536;-0.0333;-0.0974
35390;3.1963;-15.9693;-0.8452;0.0646;-0.0329;-0.0951
35403;3.3375;-15.8496;-0.9122;0.0815;-0.0302;-0.0842
35412;3.2801;-15.8544;-0.8547;0.0935;-0.0246;-0.0811
35424;3.2585;-15.8807;-0.8284;0.1027;-0.0147;-0.0678
35433;3.1627;-15.8927;-0.7422;0.1108;-0.0191;-0.0675
35501;3.3447;-15.67;-0.2227;0.0926;0.0157;-0.0496
35510;3.1963;-15.8424;-0.237;0.0789;0.0127;-0.0474
35522;3.553;-15.5336;-0.2155;0.0601;0.0163;-0.041
35531;3.2154;-15.7634;-0.1772;0.0505;0.0116;-0.0437
35544;3.4117;-15.6365;-0.2322;0.0392;0.0131;-0.0501
35553;3.3615;-15.7012;-0.2921;0.0316;0.0163;-0.0457
35565;3.3806;-15.7036;-0.2753;0.0294;0.0149;-0.0393
35574;3.2825;-15.6485;-0.3112;0.0334;0.0163;-0.038
35583;3.3998;-15.6293;-0.3543;0.0274;0.0176;-0.0316
35596;3.1316;-15.7658;-0.4118;0.0346;0.0085;-0.0337
35605;3.2202;-15.8568;-0.3831;0.0356;0.0132;-0.0298
35617;3.2441;-15.7874;-0.3567;0.0336;0.0171;-0.0293
35626;3.2633;-15.7706;-0.4094;0.0272;0.0105;-0.0356
35639;3.1675;-15.8831;-0.3855;0.0188;0.0068;-0.0353
35648;3.1939;-15.8616;-0.3256;0.0112;0.0097;-0.0252
35660;3.3998;-15.6964;-0.3352;-0.0023;0.0147;-0.0193
35669;3.4572;-15.7443;-0.2682;-0.0061;0.012;-0.025
35682;3.4692;-15.6988;-0.2682;-0.0185;0.0152;-0.0189
35691;3.2633;-15.7443;-0.249;-0.022;0.0035;-0.0389
35700;3.3351;-15.8185;-0.3112;-0.0316;0.0009;-0.033
35712;3.4093;-15.6844;-0.3376;-0.0301;-0.0131;-0.0418
35721;3.2848;-15.864;-0.2849;-0.0337;-0.0188;-0.0452
35790;3.1915;-15.9286;-0.6177;-0.0305;-0.0366;-0.0136
35799;3.2609;-15.8161;-0.5076;-0.023;-0.033;-0.0211
35811;3.237;-15.9406;-0.5578;-0.0141;-0.0342;-0.0289
35820;3.3902;-15.9693;-0.6536;-0.0175;-0.0306;-0.0286
35833;3.1891;-16.034;-0.5602;-0.0131;-0.0366;-0.027
35842;3.3543;-15.9095;-0.5746;-0.0123;-0.0397;-0.0252
35854;3.3519;-15.8233;-0.5938;-0.0191;-0.0404;-0.0152
35863;3.3591;-15.8975;-0.656;-0.0113;-0.0468;-0.0165
35876;3.3136;-15.8185;-0.6752;0.0004;-0.0468;-0.0068
35885;3.1987;-16.0005;-0.644;0.0076;-0.0474;-0.0071
35897;3.3734;-15.9454;-0.7398;0.0268;-0.0561;-0.0135
35906;3.2777;-15.9717;-0.6225;0.0384;-0.0554;-0.0051
35915;3.1292;-16.0819;-0.5842;0.0541;-0.0634;-0.0137
35928;3.371;-15.8233;-0.5171;0.0549;-0.0617;-0.0167
35937;3.3064;-16.0364;-0.3639;0.0441;-0.0561;-0.0109
35949;3.201;-15.931;-0.328;0.0406;-0.0644;-0.0128
35958;3.3303;-15.7179;-0.2562;0.0334;-0.0612;-0.0152
35971;3.1101;-15.9669;-0.2897;0.0436;-0.0791;-0.0208
35980;3.292;-15.8161;-0.146;0.0356;-0.0833;-0.014
35992;3.2681;-15.8233;-0.0215;0.0386;-0.1021;-0.0282
