time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
23006;2.7749;-16.0364;-1.8244;0.4214;-0.0525;0.3649
23018;2.7318;-16.1441;-1.5347;0.4437;-0.0978;0.3535
23027;3.2178;-16.0747;-1.5203;0.4545;-0.1191;0.3472
23040;3.4524;-16.1273;-1.2594;0.4696;-0.1303;0.3411
23049;3.8235;-16.0388;-1.0798;0.4756;-0.1199;0.3432
23058;3.9433;-16.2231;-0.917;0.5002;-0.1094;0.3256
23070;4.1204;-16.1273;-0.8571;0.5179;-0.0734;0.318
23079;4.2617;-16.0459;-0.9744;0.5425;-0.0488;0.2992
23092;4.2737;-16.1824;-0.668;0.5781;-0.0052;0.2818
23101;4.142;-16.1178;-0.3998;0.5887;0.0309;0.2694
23113;4.039;-16.2854;-0.1867;0.5955;0.0823;0.2435
23122;4.027;-16.1633;-0.1891;0.6138;0.1158;0.2129
23136;3.8499;-16.3548;-0.146;0.6179;0.1553;0.1716
23145;3.7158;-16.3452;-0.1053;0.6367;0.1681;0.1488
23154;3.5745;-16.2183;-0.3017;0.648;0.1772;0.1431
23167;3.1867;-15.9717;-0.395;0.6455;0.1623;0.1251
23176;2.636;-15.9597;-0.4908;0.6515;0.1172;0.1092
23246;0.8763;-15.7538;-1.4054;0.5668;-0.5361;0.156
23255;1.1133;-15.6533;-1.1205;0.5901;-0.6098;0.1681
23268;1.3982;-15.4139;-0.6943;0.6158;-0.6779;0.1787
23277;1.6712;-15.3181;-0.419;0.6306;-0.7093;0.164
23289;2.0782;-15.1936;-0.0862;0.651;-0.734;0.1176
23298;2.7031;-15.0164;0.0622;0.6466;-0.7269;0.0703
23311;3.1627;-15.1361;0.3687;0.6424;-0.7064;-0.0091
23320;3.3184;-15.3947;0.6704;0.634;-0.6863;-0.0691
23329;3.6895;-15.6293;0.8284;0.6399;-0.6552;-0.1103
23341;3.6727;-15.761;0.9744;0.6548;-0.6245;-0.1613
23350;3.4405;-15.8855;1.0965;0.6708;-0.6021;-0.1821
23363;3.0789;-15.8544;1.0965;0.6876;-0.5945;-0.2025
23372;2.7461;-15.7802;0.9888;0.674;-0.6123;-0.2206
23384;2.2003;-15.8424;0.893;0.652;-0.6423;-0.2434
23393;2.0063;-15.6126;0.8978;0.642;-0.6836;-0.2671
23406;1.9345;-15.4426;1.0008;0.6299;-0.7549;-0.2795
23415;2.0806;-15.2367;0.9577;0.6221;-0.8072;-0.2958
23427;2.3008;-14.9542;1.2378;0.5854;-0.8276;-0.2996
23436;2.6456;-14.7052;1.2977;0.5562;-0.8463;-0.3178
23445;3.1699;-14.5974;1.5179;0.5236;-0.8478;-0.3324
23458;3.6631;-14.4801;1.5275;0.4774;-0.8311;-0.3651
23467;3.9959;-14.5424;1.6496;0.4606;-0.8188;-0.3949
23536;4.81;-15.1409;2.4373;0.3548;-0.5472;-0.4185
23545;4.6759;-15.4306;2.6264;0.3476;-0.4991;-0.4089
23558;4.6352;-15.5479;2.8419;0.3439;-0.4485;-0.3998
23567;4.7238;-15.6988;2.8635;0.3404;-0.4049;-0.3917
23579;4.9799;-15.7778;2.9544;0.3461;-0.3439;-0.3816
23588;5.193;-15.7802;3.1651;0.3541;-0.301;-0.3772
23597;5.0829;-15.8281;3.2609;0.3683;-0.2637;-0.3765
23610;5.1739;-15.7538;3.2561;0.3655;-0.2202;-0.3864
23619;5.1667;-15.7155;3.2537;0.3593;-0.192;-0.3872
23631;5.3295;-15.7203;3.3447;0.3533;-0.1565;-0.3934
23640;5.296;-15.7084;3.2992;0.3392;-0.1242;-0.3981
23653;5.3127;-15.8712;3.3232;0.3336;-0.0727;-0.4033
23662;5.3127;-15.9071;3.395;0.3368;-0.042;-0.4145
23674;5.4444;-15.9262;3.4237;0.3324;0.0089;-0.4242
23683;5.205;-16.1345;3.4788;0.3445;0.033;-0.4409
23696;5.3079;-15.9765;3.2633;0.3552;0.0765;-0.4441
23705;5.0326;-16.1369;3.292;0.37;0.1006;-0.4459
23714;4.9608;-15.9645;3.1939;0.3865;0.1178;-0.4446
23726;5.2098;-15.6629;3.1699;0.4074;0.1246;-0.4486
23735;4.9967;-15.5527;3.122;0.408;0.1452;-0.439
23748;5.3056;-15.2247;2.8299;0.39;0.1748;-0.4273
23757;5.2218;-15.2343;2.8491;0.393;0.1841;-0.4227
23826;5.3247;-15.3325;3.0454;0.3332;0.3027;-0.3483
23835;5.2337;-15.3995;3.1005;0.3533;0.3076;-0.3405
23848;5.1523;-15.3947;3.1627;0.3639;0.298;-0.3421
23857;5.1475;-15.3756;3.1316;0.3728;0.29;-0.3443
23866;4.889;-15.4234;3.0957;0.3726;0.2847;-0.3517
23878;4.9081;-15.3804;3.1987;0.3611;0.2773;-0.3501
23887;4.8195;-15.3756;3.2154;0.3517;0.2709;-0.3591
23900;5.114;-15.2966;3.2825;0.3495;0.2653;-0.3488
23909;5.2194;-15.3397;3.462;0.3467;0.2565;-0.3519
23921;5.2122;-15.5623;3.4333;0.3457;0.2547;-0.3403
23930;5.442;-15.5886;3.5123;0.3508;0.2615;-0.3307
23943;5.2625;-15.9167;3.6033;0.3633;0.2634;-0.3159
23952;5.5929;-15.7443;3.5458;0.3766;0.2666;-0.2955
23961;5.4277;-15.8113;3.6392;0.3968;0.275;-0.2794
23973;5.4564;-15.7562;3.8786;0.4251;0.2665;-0.2653
23982;5.2672;-15.7299;3.8786;0.4441;0.2527;-0.2666
23995;5.3606;-15.5767;4.1108;0.4545;0.231;-0.2546
