,max_acc_re_raw,std_acc_re_raw,var_acc_re_raw,iqr_acc_re_raw,mad_acc_re_raw,max_acc_re_jerk,min_acc_re_jerk,range_acc_re_jerk,std_acc_re_jerk,var_acc_re_jerk,mad_acc_re_jerk,max_gyro_re_raw,std_gyro_re_raw,var_gyro_re_raw,iqr_gyro_re_raw,mad_gyro_re_raw,max_gyro_re_jerk,min_gyro_re_jerk,range_gyro_re_jerk,std_gyro_re_jerk,var_gyro_re_jerk,mad_gyro_re_jerk,fall_adl_bin,person_id
80,44.874035371136394,7.123176977553088,50.73965025354235,3.886719306698346,1.5528576627826887,13.567040540898066,-29.788166979374672,43.35520752027274,4.34566183212617,18.884776759198186,0.9290832943424587,6.07051899675802,1.2768259303042213,1.6302844562972405,1.7473131884611497,0.7607106953802045,1.1266117830183844,-1.6491763260403616,2.775788109058746,0.36864911476653484,0.13590216981814976,0.1830282880526869,1,P01
102,74.76529390746752,10.419306219988774,108.56194210589675,3.439390155667976,1.7229578976557818,20.50461080913844,-22.995536188168487,43.50014699730693,4.75678326913643,22.626987069536266,0.5930876314842433,7.03283883151036,1.6373886110511424,2.681041463599989,1.9815577032736869,0.8686352956991658,1.7263927834619515,-3.9555077127899807,5.681900496251933,0.5657424857737615,0.3200645602094747,0.22329050746422374,1,P01
103,65.30342848281398,11.053989280561478,122.19067901476807,6.1332554214826125,3.16709459002982,45.81143588341495,-15.55894231008331,61.37037819349826,6.484506289122522,42.04882181366954,1.0654422809719843,6.609824918256156,1.5278956740534724,2.334465190791315,2.3307678595056256,0.9664627922414032,1.0195288224301247,-2.9018249978756168,3.9213538203057414,0.4938262287533677,0.24386434420477343,0.19295310702601176,1,P01
105,23.399715616647992,3.61640240739887,13.078366372240344,3.683211217510417,1.7472721712770047,8.996449105887315,-5.73971985023409,14.736168956121405,1.820793558131598,3.315289181333525,0.628847473310266,5.305013370388429,1.5375337657318484,2.364010080765558,2.794323114272303,1.3346084075640665,0.8257801228518376,-1.9689385637566144,2.794718686608452,0.3503904344337363,0.12277345654266246,0.1241357244874447,1,P01
106,48.595579531270126,8.052506666225552,64.84286360960697,4.310337060062164,2.176307304371093,21.407062095850794,-13.290149092688138,34.69721118853893,4.250699263396366,18.068444227838405,0.8282547296195784,5.430287273248074,1.2077557485539705,1.4586739481651618,1.8046694092313365,0.8904685307332487,1.273968458918493,-1.2594815892209619,2.533450048139455,0.3848151494247247,0.1480826992267732,0.19183660651231504,1,P01
117,42.636240169250385,5.978460807094846,35.74199362196916,5.83658595307251,2.5698323361703146,39.852664653838595,-14.766026518850666,54.61869117268926,5.2807475592444035,27.88629478446573,1.3218016399917705,5.723200625524148,1.2344541564317457,1.5238770643316129,1.843359688179855,0.9545168094577192,1.0654261018648021,-1.140506617636913,2.205932719501715,0.42142548005271563,0.1775994352376618,0.20910295269394852,1,P01
133,48.38338135403519,8.357464887278802,69.84721934209809,4.037945175514059,2.0504289318619744,21.75731635929731,-32.21399590344639,53.971312262743695,5.70410049303982,32.53676243469712,0.7096944445212277,6.553332295099952,1.5923858114414042,2.5356925724798995,2.217423506536897,0.9658617849704481,1.8731038662068786,-1.9112148301253282,3.784318696332207,0.614809351822693,0.3779905390886399,0.23542458626632023,1,P01
141,35.34014686372992,5.7174649208011665,32.68940512059189,6.609545434210224,3.405845476247533,9.706249964728624,-8.238844444696323,17.945094409424946,2.2365130663085733,5.001990695768976,0.7379340054404935,4.874496099085525,1.33811000556703,1.7905383869985974,2.405910040193868,1.2695662651308757,0.6559049291533932,-0.5162675198414126,1.1721724489948058,0.20926708289760787,0.043792711984474285,0.1191224291219517,1,P01
151,29.061828112835574,5.4749415960416234,29.9749854800668,7.596348529302489,3.8167981139046905,12.891589320726432,-8.00437826035113,20.895967581077564,3.123505288518121,9.756285287400672,1.1896150528936285,6.988244864771125,1.2032436165883338,1.4477952008605732,1.4739040188680612,0.6887674017156296,4.3950813181612345,-1.9120177165816434,6.307099034742878,0.6938189906971617,0.4813847918520281,0.170771723623508,1,P01
155,60.31815665220548,11.190897467439203,125.2361861267372,5.571285080288215,2.420695248255761,26.028591023254982,-11.861158786323578,37.88974980957856,5.348708692525273,28.608684677495418,1.2442818340055632,6.666361636605083,1.5757422351290133,2.482963591569379,2.205173769387649,0.8702448176699797,1.9306524343975244,-1.6194151397266792,3.5500675741242036,0.5528338884645357,0.3056253082348187,0.2259684639619689,1,P01
160,94.07409731977235,13.639237203230154,186.02879148597754,5.954436997210225,2.332403013511888,65.7852698253493,-77.14043652211846,142.92570634746778,12.24435956504276,149.92434115805412,1.3176430237065295,6.6034210838019405,1.6961210751980795,2.8768267017310896,2.9809023347692447,1.4180243135409296,2.7569751685660178,-2.1481381812417615,4.905113349807779,0.7050809198697842,0.497139103564421,0.18208476769313336,1,P01
163,121.88083450600426,14.169450977627188,200.77334100738005,2.5352985606522545,1.1474956659574556,83.51339645614225,-61.96084056658534,145.47423702272758,13.520882885242562,182.81427399644525,0.7109310867442948,6.564134785331575,1.7179896040350313,2.9514882795724433,2.3726621294661663,1.3621822010026297,3.562978899489783,-3.77764619659617,7.340625096085953,0.7746552501189505,0.6000907565368538,0.15525810164048415,1,P01
