time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000161070;5.4109;2.1811;-4.6232;0.0797;-0.1506;0.0342
0000161079;5.5665;2.2218;-4.5753;0.0761;-0.1589;0.0332
0000161087;5.5737;2.1093;-4.6878;0.0753;-0.1685;0.0361
0000161095;5.7892;2.2769;-4.5562;0.0640;-0.1695;0.0413
0000161103;5.6336;2.2601;-4.6543;0.0566;-0.1753;0.0430
0000161111;5.8371;2.4588;-4.5873;0.0586;-0.1837;0.0441
0000161119;5.5809;2.2194;-4.6304;0.0648;-0.1864;0.0452
0000161127;5.3750;2.3727;-4.6112;0.0584;-0.1920;0.0490
0000161135;5.5186;2.3990;-4.6376;0.0564;-0.1956;0.0452
0000161143;5.7509;2.4636;-4.7501;0.0717;-0.2038;0.0416
0000161151;5.5809;2.4253;-4.7429;0.0778;-0.2021;0.0470
0000161159;5.5689;2.2817;-4.6974;0.0785;-0.2021;0.0482
0000161167;5.7317;2.4086;-4.6735;0.0837;-0.2153;0.0505
0000161175;5.6312;2.3487;-4.5993;0.0933;-0.2253;0.0534
0000161183;5.5952;2.3535;-4.6400;0.0915;-0.2274;0.0606
0000161191;5.5330;2.2266;-4.6567;0.0899;-0.2336;0.0608
0000161199;5.5474;2.2410;-4.5179;0.0917;-0.2438;0.0598
0000161207;5.2720;2.1691;-4.6136;0.0831;-0.2466;0.0650
0000161215;5.6096;2.2362;-4.6376;0.0797;-0.2537;0.0609
0000161223;5.3917;2.0351;-4.5657;0.0825;-0.2577;0.0596
0000161231;5.4708;2.2266;-4.5921;0.0862;-0.2550;0.0637
0000161239;5.3917;2.2745;-4.6280;0.0862;-0.2593;0.0592
0000161247;5.3798;2.2170;-4.5394;0.0866;-0.2602;0.0564
0000161255;5.3678;2.3248;-4.6591;0.0870;-0.2591;0.0606
0000161263;5.3439;2.3367;-4.5753;0.0897;-0.2626;0.0509
0000161271;5.5019;2.2889;-4.6017;0.0977;-0.2558;0.0536
0000161279;5.5043;2.3750;-4.6974;0.1033;-0.2554;0.0556
0000161287;5.3822;2.3152;-4.6424;0.1039;-0.2501;0.0513
0000161295;5.2888;2.2098;-4.6663;0.1092;-0.2469;0.0521
0000161303;5.2912;2.2242;-4.5945;0.1047;-0.2382;0.0505
0000161311;5.2816;2.2649;-4.6615;0.0943;-0.2324;0.0514
0000161319;5.3175;2.3128;-4.7142;0.0933;-0.2253;0.0476
0000161327;5.1020;2.2362;-4.6974;0.0898;-0.2192;0.0436
0000161335;5.3056;2.2146;-4.8650;0.0971;-0.2185;0.0349
0000161343;5.3319;2.2721;-4.7908;0.1029;-0.2112;0.0340
0000161351;5.3008;2.2410;-4.7669;0.1124;-0.2177;0.0249
0000161359;5.2792;2.2003;-4.6424;0.1164;-0.2026;0.0277
0000161367;5.3558;2.2194;-4.6448;0.1212;-0.2044;0.0209
0000161375;5.2984;2.1835;-4.7214;0.1118;-0.2006;0.0262
0000161383;5.2553;2.1476;-4.7070;0.1127;-0.2044;0.0225
0000161391;5.3558;2.2146;-4.6495;0.1159;-0.2060;0.0228
0000161399;5.3247;2.1811;-4.7070;0.1104;-0.2032;0.0265
0000161407;5.2696;2.2386;-4.7118;0.1111;-0.2049;0.0213
0000161415;5.4540;2.2913;-4.7908;0.1218;-0.2186;0.0189
0000161423;5.4324;2.2242;-4.7884;0.1244;-0.2200;0.0224
0000161431;5.5043;2.2505;-4.7980;0.1327;-0.2238;0.0215
0000161439;5.4971;2.3415;-4.7884;0.1439;-0.2316;0.0252
0000161447;5.4253;2.2577;-4.8411;0.1529;-0.2434;0.0209
0000161455;5.3822;2.2290;-4.8267;0.1541;-0.2465;0.0296
0000161463;5.4971;2.1620;-4.8866;0.1541;-0.2591;0.0340
0000161471;5.3678;2.1715;-4.7812;0.1577;-0.2727;0.0341
0000161479;5.4133;2.1332;-4.8387;0.1561;-0.2766;0.0454
0000161487;5.3630;2.1668;-4.8626;0.1458;-0.2828;0.0546
0000161495;5.5593;2.0830;-4.8650;0.1486;-0.2951;0.0520
0000161503;5.4037;2.2458;-4.7477;0.1533;-0.3006;0.0602
0000161511;5.3415;2.1332;-4.7501;0.1571;-0.3095;0.0612
0000161519;5.5617;2.3128;-4.7525;0.1683;-0.3215;0.0573
0000161527;5.4851;2.3894;-4.8004;0.1725;-0.3272;0.0570
0000161535;5.6719;2.4349;-4.7190;0.1716;-0.3321;0.0604
