time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000267361;5.4708;3.0191;-2.9544;0.0085;-0.0922;-0.0140
0000267370;5.5210;2.9951;-2.8467;0.0071;-0.0815;-0.0084
0000267378;5.5234;2.8706;-2.9137;0.0124;-0.0805;-0.0055
0000267386;5.6599;3.0933;-3.0119;0.0195;-0.0858;-0.0100
0000267395;5.6312;2.9113;-2.9688;0.0316;-0.0975;-0.0081
0000267403;5.6312;3.0646;-2.9568;0.0365;-0.0946;0.0048
0000267414;5.4516;2.8874;-3.0382;0.0510;-0.1062;0.0136
0000267422;5.7150;2.9951;-2.9808;0.0653;-0.1160;0.0081
0000267430;5.5617;2.7725;-2.8802;0.0746;-0.1268;0.0069
0000267441;5.7389;2.9473;-2.9233;0.0699;-0.1406;0.0057
0000267449;5.5713;2.7174;-2.8898;0.0549;-0.1472;0.0148
0000267460;5.4851;2.6600;-2.8611;0.0349;-0.1551;0.0071
0000267468;5.4875;2.6791;-2.8132;0.0191;-0.1495;0.0039
0000267521;5.2720;3.0478;-2.7773;0.0107;-0.1122;-0.0145
0000267529;5.3008;3.0885;-2.8970;0.0284;-0.0982;-0.0179
0000267537;5.3558;3.0813;-2.9281;0.0481;-0.1038;-0.0257
0000267548;5.3032;3.0382;-3.0095;0.0667;-0.0922;-0.0180
0000267556;5.3008;2.9712;-2.9688;0.0813;-0.0973;-0.0222
0000267567;5.4971;3.0909;-2.9209;0.0921;-0.0966;-0.0148
0000267575;5.4899;2.9951;-3.0143;0.1120;-0.1083;-0.0153
0000267586;5.5737;2.9449;-3.1101;0.1106;-0.1180;-0.0101
0000267594;5.5138;2.8012;-3.0670;0.1160;-0.1180;-0.0069
0000267605;5.5952;3.0167;-3.0406;0.1202;-0.1326;-0.0072
0000267613;5.4516;2.8443;-3.0335;0.1122;-0.1343;-0.0012
0000267621;5.4133;2.8515;-2.8706;0.1166;-0.1512;0.0009
0000267632;5.5617;2.8635;-3.0215;0.1081;-0.1627;0.0024
0000267640;5.5115;2.8228;-3.0526;0.1147;-0.1745;0.0012
0000267651;5.2768;2.7461;-3.0358;0.1051;-0.1721;0.0143
0000267659;5.4875;2.8443;-3.1484;0.1085;-0.1827;0.0109
0000267670;5.5091;2.8706;-3.0550;0.1114;-0.1861;0.0123
0000267678;5.5210;2.8563;-3.0167;0.1179;-0.1887;0.0168
0000267689;5.6120;2.8970;-3.1843;0.1192;-0.1909;0.0160
0000267697;5.4660;2.9425;-3.1699;0.1263;-0.1927;0.0217
0000267705;5.4372;2.8946;-3.1891;0.1322;-0.2013;0.0209
0000267716;5.4133;2.9880;-3.1101;0.1398;-0.1972;0.0304
0000267724;5.2816;2.8299;-3.1244;0.1462;-0.2072;0.0304
0000267777;5.2050;2.7701;-3.5003;0.1011;-0.2165;0.0513
0000267785;5.3798;2.9090;-3.4860;0.1034;-0.2304;0.0492
0000267796;5.2912;2.9329;-3.5147;0.1075;-0.2293;0.0472
0000267804;5.2960;2.9113;-3.7278;0.1063;-0.2409;0.0401
0000267812;5.3271;2.9042;-3.7972;0.1166;-0.2439;0.0358
0000267823;5.4013;3.0478;-3.7948;0.1420;-0.2381;0.0377
0000267831;5.4181;2.9880;-3.7852;0.1656;-0.2365;0.0321
0000267842;5.1978;2.6121;-3.6871;0.1857;-0.2493;0.0293
0000267850;5.3702;2.7533;-3.6009;0.1937;-0.2505;0.0352
0000267861;5.4516;2.7270;-3.6583;0.1896;-0.2530;0.0354
0000267869;5.2337;2.6384;-3.7445;0.1771;-0.2507;0.0416
0000267880;5.4420;2.7270;-3.7373;0.1712;-0.2646;0.0329
0000267888;5.2912;2.6217;-3.8116;0.1648;-0.2646;0.0306
0000267896;5.4133;2.7150;-3.7086;0.1604;-0.2667;0.0328
0000267907;5.3678;2.9018;-3.6009;0.1639;-0.2711;0.0338
0000267915;5.3175;2.6911;-3.5937;0.1685;-0.2757;0.0260
0000267926;5.3941;2.8299;-3.5985;0.1799;-0.2912;0.0163
0000267934;5.2625;2.5786;-3.6009;0.1885;-0.2858;0.0172
0000267945;5.0230;2.2913;-3.4596;0.1843;-0.2802;0.0111
0000267953;5.0542;2.4349;-3.4716;0.1687;-0.2730;0.0108
0000267961;5.1260;2.4134;-3.4596;0.1585;-0.2739;0.0020
0000267972;5.0087;2.2936;-3.5099;0.1239;-0.2573;0.0065
0000267980;4.9368;2.2984;-3.3615;0.1094;-0.2443;-0.0004
0000268033;4.7333;2.7246;-3.4812;0.0409;-0.1268;0.0044
0000268041;4.7214;2.8180;-3.5626;0.0380;-0.1140;-0.0048
0000268052;4.4412;2.7533;-3.5889;0.0505;-0.0985;0.0097
0000268060;4.5011;2.6791;-3.9959;0.0969;-0.0899;0.0304
0000268071;5.4875;2.7270;-3.8547;0.1953;-0.0821;0.0597
0000268079;5.8107;2.8252;-3.6248;0.2561;-0.0917;0.0913
0000268087;6.2225;2.6911;-3.5219;0.2702;-0.1049;0.1216
0000268098;6.3877;2.5977;-3.4572;0.2316;-0.1552;0.1342
0000268106;6.2058;2.2434;-3.4764;0.1745;-0.1836;0.1378
