time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000115250;5.2002;2.5642;-4.0558;-0.0341;0.2169;0.2337
0000115259;5.2505;2.4732;-4.1515;-0.0504;0.2005;0.2530
0000115267;5.3917;2.7390;-4.1803;-0.0642;0.1784;0.2399
0000115275;5.3534;2.8299;-4.5825;-0.0923;0.1474;0.2177
0000115284;5.7581;3.6823;-4.5705;-0.1111;0.0991;0.1840
0000115292;5.6719;3.7804;-4.9177;-0.0879;0.0390;0.1182
0000115300;5.4636;3.9433;-5.2385;-0.0636;-0.0200;0.0490
0000115311;5.5809;4.3742;-5.2553;0.0205;-0.0829;-0.0354
0000115319;5.1763;4.4005;-5.0757;0.0906;-0.0982;-0.0967
0000115372;4.7525;1.3862;-3.5243;0.3396;-0.0019;-0.1466
0000115380;4.9871;1.2115;-3.3088;0.2778;0.0173;-0.1254
0000115391;5.3199;1.1779;-3.3662;0.1641;0.0356;-0.1014
0000115399;5.2601;1.2594;-3.4500;0.0963;0.0436;-0.0831
0000115410;5.2768;1.8052;-3.8116;0.0484;0.0497;-0.0693
0000115418;5.4636;2.1644;-3.9744;0.0280;0.0637;-0.0504
0000115426;5.4037;2.3559;-4.0342;0.0246;0.0661;-0.0409
0000115437;5.2960;2.6240;-4.1444;0.0290;0.0699;-0.0282
0000115445;5.4684;2.8132;-4.2689;0.0304;0.0871;-0.0156
0000115456;5.3941;2.8539;-4.4819;0.0504;0.0883;-0.0132
0000115464;5.4324;2.7533;-4.5322;0.0693;0.0955;-0.0099
0000115475;5.6551;3.0550;-4.5777;0.1006;0.0898;-0.0216
0000115483;5.2218;2.5929;-4.5490;0.1130;0.0839;-0.0280
0000115494;5.2792;2.4565;-4.5825;0.1251;0.0719;-0.0473
0000115502;5.3271;2.5522;-4.5969;0.1316;0.0630;-0.0678
0000115510;5.2241;2.4948;-4.7118;0.1444;0.0396;-0.0863
0000115521;5.3558;2.6504;-4.5873;0.1545;0.0258;-0.0982
0000115529;5.0949;2.2338;-4.6831;0.1760;0.0089;-0.1046
0000115540;5.2194;2.4445;-4.7573;0.1993;0.0027;-0.0986
0000115548;5.1978;2.4157;-4.5418;0.2184;0.0073;-0.0837
0000115559;5.3223;2.4565;-4.4508;0.2322;0.0057;-0.0702
0000115567;5.5498;2.4588;-4.3479;0.2381;0.0064;-0.0580
0000115575;5.5306;2.3176;-4.2928;0.2346;0.0083;-0.0370
0000115627;5.6240;2.7054;-4.1779;0.2510;-0.0935;-0.0081
0000115635;5.4779;2.7222;-4.2473;0.2585;-0.1104;-0.0092
0000115646;5.6527;2.7773;-4.1946;0.2759;-0.1314;-0.0159
0000115654;5.3750;2.6169;-4.1707;0.2923;-0.1384;-0.0200
0000115665;5.3463;2.7031;-4.0534;0.2919;-0.1464;-0.0128
0000115673;5.2864;2.7581;-4.0630;0.3014;-0.1572;-0.0225
0000115684;5.2672;2.7054;-4.0797;0.2887;-0.1529;-0.0164
0000115692;5.1356;2.5594;-4.1827;0.3008;-0.1532;-0.0177
0000115700;5.0518;2.5546;-4.1444;0.3144;-0.1392;-0.0116
0000115711;5.2696;2.6240;-4.2234;0.3372;-0.1418;-0.0145
