time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0001796477;4.5825;0.5698;2.4565;0.1148;-0.4207;0.1663
0001796486;4.7262;0.7925;2.3966;-0.0448;-0.3980;0.2170
0001796494;4.9177;0.9673;2.2673;-0.1471;-0.3901;0.2497
0001796502;5.2433;1.3791;2.2027;-0.2122;-0.3981;0.2641
0001796510;5.4181;1.7789;1.9992;-0.2401;-0.4146;0.2826
0001796518;5.4612;1.9609;2.0710;-0.2597;-0.4338;0.2926
0001796526;5.6336;2.0806;2.3559;-0.2813;-0.4447;0.2827
0001796534;5.2936;2.1691;2.6217;-0.3224;-0.4547;0.2341
0001796542;5.0063;2.1883;2.9544;-0.3695;-0.4659;0.1683
0001796550;4.6424;2.2194;2.9521;-0.4310;-0.4688;0.1035
0001796558;4.3718;2.3320;2.9975;-0.4923;-0.4878;0.0457
0001796566;3.8427;2.1787;2.9688;-0.5484;-0.5153;-0.0189
0001796574;3.9768;2.3320;2.9712;-0.6094;-0.5348;-0.0798
0001796582;3.7900;2.3200;2.5474;-0.6795;-0.5497;-0.1384
0001796590;4.2521;2.7581;2.4253;-0.7346;-0.5737;-0.1932
0001796598;4.2497;2.7007;2.3798;-0.7699;-0.5919;-0.2489
0001796606;4.3862;2.9951;2.1955;-0.7850;-0.6225;-0.3068
0001796614;4.6974;3.4644;2.0901;-0.7914;-0.6374;-0.3484
0001796622;4.5370;3.7661;2.0423;-0.7934;-0.6564;-0.3898
0001796630;4.6639;4.3072;2.1572;-0.7721;-0.6712;-0.4337
0001796638;4.9464;5.0925;2.3152;-0.7304;-0.6659;-0.4628
0001796646;4.5945;5.3941;2.3104;-0.6608;-0.6571;-0.5016
0001796654;4.2760;5.7461;2.4301;-0.5720;-0.6227;-0.5351
0001796662;4.0869;6.0885;2.4134;-0.4465;-0.5903;-0.5578
0001796670;3.9049;6.0621;2.3655;-0.2886;-0.5546;-0.5664
0001796678;4.1563;6.0430;2.0830;-0.0978;-0.5147;-0.5665
0001796686;4.3742;5.9137;2.0087;0.1228;-0.4823;-0.5501
