time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000245191;4.7022;-14.5807;-5.5330;-0.0421;-0.2694;-0.1128
0000245199;4.6400;-14.5687;-5.5115;-0.0340;-0.2671;-0.1108
0000245206;4.6543;-14.6046;-5.5761;-0.0330;-0.2562;-0.0991
0000245214;4.5514;-14.5951;-5.5737;-0.0250;-0.2534;-0.0927
0000245282;4.3407;-14.6070;-5.7437;-0.0159;-0.1916;-0.0889
0000245289;4.5250;-14.5759;-5.7126;-0.0189;-0.1815;-0.0793
0000245301;4.4963;-14.5352;-5.8179;-0.0119;-0.1763;-0.0785
0000245309;4.3598;-14.4394;-5.7221;-0.0073;-0.1676;-0.0746
0000245320;4.5777;-14.5711;-5.6743;-0.0059;-0.1592;-0.0691
0000245328;4.5226;-14.4466;-5.7317;-0.0088;-0.1604;-0.0705
0000245340;4.5226;-14.3485;-5.8251;-0.0107;-0.1470;-0.0658
0000245348;4.4700;-14.4873;-5.7317;-0.0052;-0.1410;-0.0698
0000245356;4.5226;-14.4562;-5.6671;-0.0115;-0.1322;-0.0657
0000245367;4.4772;-14.4729;-5.7533;-0.0185;-0.1158;-0.0577
0000245375;4.5346;-14.3939;-5.8035;-0.0160;-0.1116;-0.0632
0000245387;4.4269;-14.4921;-5.8179;-0.0225;-0.0993;-0.0532
0000245395;4.4077;-14.3820;-5.7413;-0.0172;-0.0918;-0.0501
0000245406;4.5346;-14.5160;-5.7461;-0.0144;-0.0809;-0.0445
0000245414;4.5035;-14.5208;-5.7293;-0.0083;-0.0817;-0.0392
0000245426;4.6184;-14.4035;-5.7054;-0.0037;-0.0706;-0.0281
0000245434;4.7429;-14.2694;-5.8227;-0.0033;-0.0714;-0.0280
0000245445;4.6376;-14.3006;-5.7604;-0.0148;-0.0709;-0.0290
0000245453;4.6280;-14.3269;-5.7700;-0.0168;-0.0679;-0.0242
0000245465;4.5681;-14.4706;-5.7892;-0.0144;-0.0622;-0.0249
0000245473;4.4173;-14.4179;-5.6886;-0.0270;-0.0538;-0.0224
0000245540;4.3598;-14.6190;-5.6958;-0.0362;-0.0341;-0.0131
0000245548;4.5945;-14.2766;-5.6120;-0.0250;-0.0408;-0.0151
0000245560;4.4388;-14.4610;-5.6862;-0.0252;-0.0284;-0.0016
0000245568;4.6519;-14.3604;-5.7485;-0.0320;-0.0306;-0.0081
0000245576;4.4628;-14.4753;-5.6312;-0.0215;-0.0293;-0.0101
0000245587;4.5011;-14.4107;-5.6958;-0.0290;-0.0215;-0.0115
0000245595;4.5945;-14.3724;-5.5689;-0.0512;-0.0228;-0.0189
0000245607;4.5250;-14.4251;-5.8203;-0.0225;-0.0224;-0.0099
0000245615;4.3910;-14.5783;-5.7796;-0.0180;-0.0209;-0.0031
0000245626;4.4436;-14.5137;-5.6048;-0.0160;-0.0115;-0.0003
0000245634;4.4867;-14.4299;-5.6838;-0.0124;-0.0222;-0.0104
0000245646;4.3479;-14.4682;-5.7557;-0.0234;-0.0140;-0.0084
0000245654;4.2856;-14.7076;-5.6599;-0.0497;-0.0099;-0.0144
0000245665;4.5490;-14.3173;-5.5833;-0.0183;-0.0128;-0.0188
0000245673;4.5442;-14.4897;-5.9280;-0.0111;-0.0111;-0.0044
0000245685;4.3215;-14.6334;-5.8514;-0.0031;-0.0060;-0.0019
0000245693;4.3574;-14.5520;-5.7126;-0.0007;-0.0109;-0.0037
0000245704;4.3120;-14.5376;-5.7724;-0.0059;-0.0041;-0.0035
0000245712;4.3407;-14.6501;-5.8323;-0.0237;0.0024;0.0057
0000245720;4.6280;-14.3269;-5.6168;-0.0181;0.0039;-0.0097
0000245732;4.4269;-14.3987;-6.0047;0.0071;-0.0020;-0.0069
0000245740;4.3359;-14.4969;-5.8395;0.0129;-0.0048;-0.0037
0000245808;4.5681;-14.2838;-5.7557;0.0108;-0.0024;-0.0095
0000245816;4.4652;-14.3987;-5.7940;0.0044;-0.0035;-0.0117
0000245828;4.4580;-14.4801;-5.7772;0.0103;-0.0113;-0.0144
0000245836;4.4173;-14.4801;-5.7700;0.0080;-0.0084;-0.0120
0000245847;4.6040;-14.4035;-5.7485;0.0069;-0.0048;-0.0091
0000245855;4.2665;-14.6166;-5.7317;0.0180;-0.0080;-0.0120
0000245867;4.4365;-14.3987;-5.7748;0.0121;-0.0035;-0.0059
0000245875;4.3503;-14.5687;-5.6455;0.0139;-0.0053;-0.0089
0000245886;4.6017;-14.4634;-5.7604;0.0112;-0.0076;-0.0103
