time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0003242950;5.3654;-2.1476;7.8889;-0.0943;-0.2657;-0.0879
0003242959;5.3199;-2.3320;7.9224;-0.0858;-0.2531;-0.1046
0003242967;5.5929;-2.2601;7.7955;-0.0725;-0.2521;-0.1118
0003242975;5.9041;-2.1859;8.1092;-0.0762;-0.2308;-0.1030
0003242983;5.6599;-2.4014;8.0732;-0.0958;-0.2395;-0.0829
0003242991;5.9783;-2.3966;7.8338;-0.1001;-0.2610;-0.0541
0003242999;6.1292;-2.4636;7.8338;-0.1035;-0.2779;-0.0120
0003243007;6.1531;-2.5642;7.7476;-0.1110;-0.3059;0.0057
0003243015;6.5984;-2.3894;8.0685;-0.1104;-0.3335;0.0149
0003243023;6.7947;-2.3176;7.9703;-0.1340;-0.3636;0.0180
0003243031;6.8091;-2.1811;8.1307;-0.1543;-0.3877;0.0302
0003243039;6.7277;-1.7358;8.0900;-0.1692;-0.4129;0.0445
0003243047;6.5841;-1.5993;8.0134;-0.1891;-0.4118;0.0794
0003243055;6.1507;-1.1325;7.8985;-0.1877;-0.4129;0.1002
0003243063;6.1794;-0.7542;8.0230;-0.1532;-0.4113;0.1110
0003243071;5.9161;-0.4190;8.0325;-0.0971;-0.4053;0.1119
0003243079;5.6096;-0.3208;8.2648;-0.0112;-0.3805;0.1156
0003243087;5.4660;-0.2993;8.4587;0.0886;-0.3643;0.1090
0003243095;5.3415;-0.3687;8.5473;0.1883;-0.3283;0.1029
0003243103;5.8131;-0.2155;8.3701;0.2742;-0.2974;0.0971
0003243111;5.9735;-0.5387;8.5138;0.3255;-0.2450;0.0869
0003243119;6.3470;-0.7590;8.5473;0.3389;-0.2045;0.0773
0003243127;6.7564;-0.8380;8.6455;0.3361;-0.1656;0.0596
0003243135;7.1395;-0.7877;8.5186;0.3345;-0.1516;0.0333
0003243143;7.4819;-0.8428;8.3342;0.3492;-0.1404;0.0294
0003243151;7.6447;-0.8068;8.1977;0.3784;-0.1347;0.0324
0003243159;7.6088;-0.6823;8.0469;0.3949;-0.1424;0.0537
0003243167;7.5058;-0.5028;8.0349;0.4283;-0.1612;0.1103
0003243175;7.4388;-0.3903;8.3151;0.4431;-0.1885;0.1776
0003243183;7.2736;-0.1891;8.2552;0.4501;-0.2188;0.2558
0003243191;7.0773;-0.2466;8.4372;0.4501;-0.2345;0.3248
0003243199;7.1515;0.2035;8.6431;0.4591;-0.2662;0.3651
0003243207;7.0366;0.3519;8.5904;0.4915;-0.3024;0.3761
0003243215;7.4795;0.9122;8.7221;0.5490;-0.3324;0.3567
0003243223;7.6974;1.1540;8.8777;0.6002;-0.3664;0.3100
0003243231;8.1810;1.6520;8.9543;0.6660;-0.3957;0.2262
0003243239;8.4420;1.8818;8.9016;0.7513;-0.3956;0.1194
0003243247;8.5329;2.0135;8.9208;0.8677;-0.3789;-0.0036
0003243255;8.4084;1.7071;9.0956;0.9983;-0.3596;-0.1308
0003243263;8.3222;1.3120;9.0285;1.1399;-0.3436;-0.2313
0003243271;8.3582;1.1205;8.8609;1.2466;-0.3152;-0.2966
0003243279;7.9344;0.4142;8.6550;1.3194;-0.3050;-0.3475
0003243287;7.9368;0.0359;8.1714;1.3323;-0.2762;-0.3480
0003243295;7.7117;-0.4070;7.9368;1.3334;-0.2470;-0.3333
0003243303;7.6998;-0.8475;7.5896;1.3157;-0.2221;-0.2996
0003243311;7.7405;-0.8835;7.2880;1.2732;-0.2053;-0.2442
0003243319;7.7835;-1.3479;7.1204;1.2288;-0.2081;-0.1789
0003243327;7.9248;-1.5251;7.0653;1.1694;-0.2145;-0.1013
0003243335;8.1954;-1.7621;7.1635;1.1229;-0.2494;-0.0325
0003243343;8.4851;-1.6903;7.2281;1.0497;-0.2809;0.0257
0003243351;8.7676;-1.5107;7.2999;0.9699;-0.3158;0.0706
0003243359;9.2847;-1.0654;7.3550;0.9096;-0.3541;0.0935
0003243367;9.5385;-0.7518;7.3310;0.8497;-0.3834;0.0881
0003243375;9.9910;-0.3232;7.2951;0.8327;-0.4258;0.0518
0003243383;10.4291;0.0982;7.0725;0.8584;-0.4628;-0.0171
0003243391;10.4675;0.0551;7.0461;0.8958;-0.4932;-0.0895
0003243399;10.5010;-0.0622;7.0820;0.9419;-0.5073;-0.1699
0003243407;10.1778;-0.3400;6.8067;0.9782;-0.5280;-0.2330
0003243415;9.5984;-0.7422;6.6679;0.9738;-0.5424;-0.2611
