time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0001227757;6.3494;2.5881;2.6528;-0.0007;0.0047;0.0381
0001227766;6.1555;2.5139;2.7318;0.0031;-0.0100;0.0341
0001227773;6.3135;2.6647;2.7533;0.0013;-0.0145;0.0332
0001227781;6.4284;2.6121;2.6719;0.0087;-0.0257;0.0338
0001227848;6.3279;2.5211;2.5977;0.0225;-0.0394;0.0242
0001227856;6.4021;2.6049;2.5211;0.0140;-0.0368;0.0301
0001227864;6.4787;2.6408;2.5786;0.0108;-0.0346;0.0322
0001227876;6.4236;2.5522;2.6528;0.0064;-0.0386;0.0397
0001227884;6.5625;2.7007;2.5786;0.0017;-0.0332;0.0372
0001227895;6.4835;2.7054;2.6887;0.0045;-0.0485;0.0345
0001227903;6.2513;2.5666;2.5977;-0.0025;-0.0513;0.0409
0001227915;6.4596;2.6432;2.6169;0.0020;-0.0533;0.0412
0001227923;6.3398;2.6552;2.4804;0.0004;-0.0608;0.0457
0001227931;6.5194;2.6647;2.5211;0.0009;-0.0655;0.0316
0001227942;6.4332;2.6432;2.6240;-0.0149;-0.0594;0.0244
0001227950;6.5721;2.4900;2.6217;-0.0155;-0.0586;0.0184
0001227962;6.6319;2.6839;2.5402;-0.0269;-0.0460;0.0072
0001227970;6.7253;2.5594;2.6743;-0.0338;-0.0366;0.0079
0001227981;6.7540;2.6839;2.6049;-0.0381;-0.0232;0.0080
0001227989;6.5721;2.6193;2.6576;-0.0484;-0.0165;0.0148
0001228001;6.6846;2.6121;2.6336;-0.0520;-0.0079;0.0237
0001228009;6.5984;2.5953;2.7198;-0.0553;-0.0025;0.0272
0001228017;6.5386;2.5618;2.6169;-0.0542;0.0003;0.0301
0001228084;6.5218;2.4708;2.7054;-0.0554;0.0258;0.0384
0001228092;6.4165;2.4493;2.7773;-0.0516;0.0256;0.0414
0001228104;6.4907;2.5211;2.6695;-0.0428;0.0176;0.0350
0001228112;6.5170;2.5211;2.6169;-0.0366;0.0141;0.0364
0001228123;6.3159;2.3535;2.6552;-0.0266;0.0061;0.0361
0001228131;6.4021;2.3870;2.6839;-0.0244;0.0045;0.0353
0001228139;6.6439;2.3511;2.6312;-0.0237;-0.0024;0.0325
0001228151;6.5218;2.3894;2.6504;-0.0171;-0.0033;0.0298
0001228159;6.5912;2.3463;2.8036;-0.0088;-0.0141;0.0228
0001228170;6.6487;2.3559;2.7725;-0.0047;-0.0067;0.0212
0001228178;6.4691;2.3200;2.7270;-0.0051;-0.0087;0.0256
0001228190;6.4452;2.3224;2.7964;0.0041;-0.0087;0.0269
0001228198;6.3734;2.4062;2.7773;0.0075;-0.0123;0.0252
0001228206;6.4643;2.3750;2.6911;0.0095;-0.0191;0.0167
0001228217;6.5218;2.6169;2.8108;0.0037;-0.0264;0.0157
0001228225;6.5505;2.5618;2.8252;0.0029;-0.0284;0.0097
0001228237;6.4955;2.5402;2.7916;0.0035;-0.0350;0.0039
0001228245;6.4931;2.4995;2.7366;-0.0047;-0.0413;0.0113
0001228256;6.3949;2.5259;2.8347;-0.0071;-0.0442;0.0129
0001228264;6.5362;2.5307;2.7940;-0.0117;-0.0526;0.0093
0001228272;6.6152;2.5929;2.7605;-0.0056;-0.0657;0.0013
0001228284;6.4931;2.5259;2.7605;0.0055;-0.0755;-0.0017
0001228292;6.6104;2.5666;2.7174;0.0133;-0.0887;-0.0096
0001228359;6.5601;2.5091;2.6169;-0.0164;-0.1392;-0.0262
0001228367;6.5745;2.4373;2.6073;-0.0171;-0.1379;-0.0274
0001228379;6.6511;2.4612;2.6504;-0.0211;-0.1430;-0.0325
0001228387;6.6726;2.6480;2.6145;-0.0211;-0.1470;-0.0321
0001228398;6.5817;2.4756;2.6647;-0.0241;-0.1350;-0.0217
0001228406;6.6559;2.5546;2.7222;-0.0228;-0.1371;-0.0249
0001228414;6.7181;2.5546;2.7701;-0.0191;-0.1427;-0.0326
0001228426;6.6463;2.5211;2.7198;-0.0141;-0.1428;-0.0272
0001228434;6.6607;2.5762;2.7605;-0.0075;-0.1483;-0.0321
0001228445;6.6918;2.5594;2.6600;-0.0152;-0.1375;-0.0240
0001228453;6.7804;2.6624;2.6791;-0.0164;-0.1427;-0.0300
0001228465;6.7253;2.6647;2.6767;-0.0274;-0.1319;-0.0245
0001228473;6.6918;2.5953;2.6121;-0.0318;-0.1331;-0.0289
0001228484;6.7684;2.5977;2.7270;-0.0332;-0.1258;-0.0318
0001228492;6.8929;2.5881;2.7749;-0.0273;-0.1334;-0.0420
0001228500;6.7253;2.4445;2.6049;-0.0229;-0.1274;-0.0489
0001228512;6.7924;2.5929;2.7509;-0.0133;-0.1238;-0.0490
0001228520;6.7421;2.4660;2.7414;-0.0127;-0.1136;-0.0445
0001228531;6.6535;2.4588;2.5881;-0.0116;-0.1158;-0.0448
0001228539;6.7062;2.5211;2.6384;-0.0164;-0.0987;-0.0384
0001228551;6.6774;2.6935;2.6456;-0.0244;-0.0955;-0.0394
0001228559;6.6966;2.7031;2.6288;-0.0365;-0.0894;-0.0388
0001228627;6.4165;2.4253;2.6552;-0.0594;-0.0903;-0.0314
0001228635;6.7038;2.5091;2.7438;-0.0604;-0.0949;-0.0293
0001228643;6.6870;2.5642;2.6959;-0.0629;-0.0899;-0.0290
0001228655;6.6726;2.4732;2.7797;-0.0620;-0.0921;-0.0296
0001228663;6.4931;2.3822;2.7007;-0.0528;-0.1022;-0.0325
0001228674;6.6056;2.3750;2.7725;-0.0509;-0.1023;-0.0341
0001228682;6.5960;2.3631;2.8012;-0.0521;-0.0989;-0.0314
0001228694;6.5122;2.4349;2.8706;-0.0445;-0.0971;-0.0373
0001228702;6.6679;2.4086;2.7605;-0.0476;-0.0934;-0.0361
0001228713;6.7014;2.4517;2.7342;-0.0441;-0.0931;-0.0400
0001228721;6.5529;2.3200;2.6480;-0.0458;-0.0909;-0.0434
0001228729;6.7900;2.5618;2.6480;-0.0396;-0.0947;-0.0430
0001228741;6.7756;2.5714;2.6217;-0.0462;-0.0883;-0.0353
0001228749;6.5697;2.5043;2.7102;-0.0432;-0.0893;-0.0358
0001228760;6.5290;2.3559;2.7342;-0.0452;-0.0806;-0.0369
0001228768;6.3997;2.3822;2.7821;-0.0402;-0.0866;-0.0346
0001228780;6.5170;2.4397;2.7845;-0.0378;-0.0857;-0.0342
0001228788;6.5577;2.5115;2.6791;-0.0334;-0.0799;-0.0362
0001228799;6.7445;2.5402;2.7533;-0.0373;-0.0747;-0.0318
0001228807;6.6846;2.4469;2.7509;-0.0226;-0.0777;-0.0288
0001228815;6.5984;2.3583;2.7964;-0.0225;-0.0702;-0.0250
0001228827;6.6272;2.4900;2.8108;-0.0278;-0.0648;-0.0238
0001228835;6.7540;2.4205;2.7102;-0.0233;-0.0701;-0.0265
0001228902;6.6391;2.2505;2.6935;0.0043;-0.0482;-0.0342
0001228910;6.6128;2.3846;2.7773;-0.0011;-0.0380;-0.0308
0001228922;6.5577;2.3511;2.7892;0.0092;-0.0413;-0.0253
0001228930;6.7373;2.5163;2.7438;0.0087;-0.0354;-0.0177
0001228941;6.7133;2.5283;2.6743;0.0047;-0.0350;-0.0155
0001228949;6.6319;2.5211;2.7725;0.0065;-0.0272;-0.0147
0001228957;6.7205;2.5402;2.6959;0.0020;-0.0212;-0.0063
0001228969;6.4763;2.3535;2.7342;0.0055;-0.0252;-0.0047
0001228977;6.6726;2.6432;2.7821;0.0032;-0.0252;-0.0009
0001228988;6.5266;2.4229;2.7485;0.0096;-0.0310;-0.0076
0001228996;6.6990;2.4876;2.7533;0.0137;-0.0290;-0.0077
0001229008;6.7373;2.4636;2.7461;0.0196;-0.0308;-0.0116
0001229016;6.4763;2.3367;2.7916;0.0129;-0.0222;-0.0073
0001229027;6.5218;2.3320;2.7725;0.0187;-0.0233;-0.0081
0001229035;6.6918;2.5283;2.6600;0.0211;-0.0222;-0.0076
0001229043;6.7253;2.6935;2.6480;0.0183;-0.0260;-0.0083
0001229055;6.6200;2.6288;2.6719;0.0068;-0.0191;-0.0151
0001229063;6.5625;2.5139;2.7557;0.0044;-0.0176;-0.0211
0001229074;6.8474;2.5570;2.7007;-0.0103;-0.0043;-0.0181
0001229082;6.6104;2.5833;2.7078;-0.0112;-0.0077;-0.0246
0001229094;6.7253;2.6791;2.7797;-0.0213;-0.0051;-0.0171
0001229102;6.6008;2.5786;2.6791;-0.0179;-0.0155;-0.0207
0001229110;6.6104;2.4876;2.7150;-0.0124;-0.0127;-0.0248
0001229177;6.5817;2.4804;2.7054;-0.0276;-0.0417;-0.0133
0001229185;6.5553;2.4732;2.7725;-0.0248;-0.0510;-0.0168
0001229197;6.5122;2.3679;2.7414;-0.0169;-0.0608;-0.0260
0001229205;6.4572;2.4349;2.7054;-0.0169;-0.0614;-0.0280
0001229217;6.5505;2.5355;2.7222;-0.0204;-0.0649;-0.0349
0001229225;6.6391;2.4828;2.6935;-0.0286;-0.0670;-0.0377
0001229236;6.5218;2.5067;2.7438;-0.0381;-0.0566;-0.0310
0001229244;6.5577;2.4876;2.7988;-0.0420;-0.0541;-0.0262
0001229252;6.7876;2.4948;2.7581;-0.0413;-0.0520;-0.0302
0001229264;6.5003;2.4732;2.7701;-0.0396;-0.0469;-0.0285
0001229272;6.4739;2.2314;2.7629;-0.0316;-0.0474;-0.0289
0001229283;6.8019;2.4684;2.6935;-0.0340;-0.0361;-0.0277
0001229291;6.4883;2.3080;2.7701;-0.0293;-0.0404;-0.0282
0001229303;6.6008;2.2697;2.7461;-0.0313;-0.0288;-0.0257
0001229311;6.4620;2.4588;2.8084;-0.0262;-0.0354;-0.0317
0001229322;6.5242;2.4110;2.7246;-0.0220;-0.0377;-0.0277
0001229330;6.5984;2.5570;2.7007;-0.0242;-0.0308;-0.0204
0001229338;6.5027;2.4469;2.6791;-0.0252;-0.0302;-0.0177
0001229350;6.5577;2.4948;2.8204;-0.0229;-0.0340;-0.0209
0001229358;6.4883;2.4828;2.7174;-0.0213;-0.0344;-0.0177
0001229425;6.6367;2.5498;2.7414;-0.0148;-0.0342;-0.0135
0001229433;6.4691;2.5786;2.7821;-0.0185;-0.0314;-0.0148
0001229445;6.5434;2.5762;2.8611;-0.0145;-0.0332;-0.0151
0001229453;6.7732;2.6791;2.8395;-0.0192;-0.0317;-0.0167
0001229464;6.5673;2.3631;2.8491;-0.0117;-0.0334;-0.0173
0001229472;6.5170;2.4876;2.8252;-0.0151;-0.0302;-0.0143
0001229484;6.5817;2.5163;2.8635;-0.0161;-0.0310;-0.0189
0001229492;6.3973;2.3870;2.8132;-0.0187;-0.0292;-0.0203
0001229500;6.3805;2.3798;2.8874;-0.0148;-0.0337;-0.0199
0001229511;6.4620;2.2913;2.8467;-0.0137;-0.0373;-0.0245
0001229519;6.5745;2.5091;2.8802;-0.0209;-0.0356;-0.0226
0001229531;6.5314;2.4469;2.8443;-0.0238;-0.0280;-0.0234
0001229539;6.6391;2.3559;2.7940;-0.0244;-0.0317;-0.0249
0001229550;6.4811;2.4014;2.9209;-0.0168;-0.0329;-0.0294
0001229558;6.5601;2.4301;2.9113;-0.0237;-0.0294;-0.0256
0001229570;6.7086;2.6288;2.8706;-0.0249;-0.0281;-0.0228
0001229578;6.3782;2.2793;2.7749;-0.0309;-0.0200;-0.0091
0001229586;6.6535;2.5522;2.8778;-0.0298;-0.0196;-0.0044
0001229597;6.4667;2.4924;2.9018;-0.0252;-0.0237;-0.0112
0001229605;6.5697;2.5690;2.8371;-0.0306;-0.0232;-0.0103
0001229617;6.5434;2.4181;2.9616;-0.0312;-0.0224;-0.0019
0001229625;6.5505;2.4708;2.8371;-0.0298;-0.0277;-0.0051
0001229692;6.5338;2.4181;2.9736;-0.0073;-0.0298;-0.0089
0001229700;6.6511;2.6025;2.9832;-0.0029;-0.0309;-0.0167
0001229712;6.4835;2.5259;2.9760;0.0039;-0.0378;-0.0132
0001229720;6.5745;2.5618;3.0071;0.0075;-0.0393;-0.0168
0001229728;6.4069;2.4421;3.0023;0.0095;-0.0441;-0.0157
0001229739;6.5936;2.4900;3.0023;0.0215;-0.0446;-0.0149
0001229747;6.6798;2.4852;2.9329;0.0266;-0.0534;-0.0147
0001229759;6.6056;2.4852;2.9090;0.0333;-0.0648;-0.0179
0001229767;6.3901;2.5115;2.8826;0.0328;-0.0661;-0.0124
0001229778;6.6224;2.4469;2.8994;0.0338;-0.0737;-0.0116
0001229786;6.6176;2.4229;2.9544;0.0393;-0.0769;-0.0115
0001229794;6.4907;2.3296;3.0622;0.0441;-0.0762;-0.0080
