time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000935860;5.2672;-15.8783;1.5826;-0.0017;-0.2482;-0.0055
0000935868;5.1619;-16.0364;1.6472;-0.0095;-0.2358;-0.0020
0000935875;5.2912;-15.8951;1.5083;-0.0116;-0.2282;-0.0044
0000935883;5.3151;-16.0747;1.6712;-0.0107;-0.2298;-0.0104
0000935892;5.4277;-16.0244;1.6448;-0.0103;-0.2190;-0.0052
0000935900;5.3654;-15.9981;1.6161;-0.0144;-0.2153;-0.0068
0000935912;5.3941;-16.0124;1.5945;-0.0115;-0.2065;-0.0076
0000935920;5.2960;-16.1489;1.5802;-0.0065;-0.2038;-0.0141
0000935931;5.3032;-16.0388;1.5658;-0.0145;-0.1913;-0.0077
0000935939;5.3463;-15.9526;1.5610;-0.0176;-0.1912;-0.0065
0000935947;5.3654;-16.0962;1.5874;-0.0069;-0.1940;-0.0133
0000935959;5.2625;-15.8807;1.6017;-0.0165;-0.1884;-0.0107
0000935967;5.3846;-15.9262;1.6161;-0.0199;-0.1863;-0.0065
0000935978;5.2265;-15.9310;1.5802;-0.0221;-0.1917;-0.0116
0000935986;5.3295;-15.8879;1.6520;-0.0306;-0.1872;-0.0065
0000935998;5.3846;-15.7969;1.5802;-0.0320;-0.1949;-0.0099
0000936006;5.2744;-15.9526;1.6233;-0.0405;-0.1872;-0.0085
0000936073;5.4229;-16.1609;1.6879;-0.0250;-0.1508;-0.0200
0000936081;5.4708;-16.1441;1.6233;-0.0160;-0.1458;-0.0218
0000936093;5.4468;-16.0986;1.6448;-0.0053;-0.1422;-0.0244
0000936101;5.3079;-16.0723;1.5945;-0.0028;-0.1311;-0.0176
0000936112;5.3558;-16.0005;1.6448;0.0005;-0.1332;-0.0215
0000936120;5.4157;-15.9502;1.6975;-0.0011;-0.1256;-0.0169
0000936128;5.2241;-16.0172;1.7214;-0.0041;-0.1314;-0.0250
0000936140;5.3486;-15.8520;1.7526;-0.0047;-0.1227;-0.0177
0000936148;5.3295;-16.0364;1.6568;-0.0092;-0.1250;-0.0124
0000936159;5.3223;-15.9430;1.6855;-0.0071;-0.1258;-0.0156
0000936167;5.4803;-16.0388;1.6616;-0.0025;-0.1259;-0.0143
0000936179;5.2888;-16.0866;1.6975;0.0052;-0.1180;-0.0065
0000936187;5.2241;-16.1704;1.7238;0.0128;-0.1099;-0.0032
0000936198;5.0709;-16.2327;1.6712;0.0163;-0.1130;-0.0065
0000936206;5.4229;-16.0651;1.5897;0.0183;-0.1098;-0.0044
0000936218;5.2385;-16.1321;1.7047;0.0276;-0.1074;-0.0047
0000936226;5.4420;-16.0579;1.7382;0.0385;-0.1091;-0.0101
0000936234;5.4444;-16.0603;1.6616;0.0410;-0.1071;-0.0071
0000936245;5.3702;-16.0579;1.7382;0.0361;-0.1030;-0.0039
0000936253;5.4684;-15.9310;1.6735;0.0374;-0.1087;-0.0036
0000936265;5.3750;-15.8424;1.6975;0.0317;-0.1050;-0.0063
0000936273;5.3822;-15.8664;1.6568;0.0265;-0.0971;-0.0011
0000936341;5.3271;-16.1130;1.8627;0.0196;-0.0622;-0.0007
0000936349;5.4085;-15.9693;1.7645;0.0269;-0.0649;-0.0052
0000936361;5.4947;-15.9861;1.7502;0.0164;-0.0542;-0.0027
0000936369;5.2625;-16.0483;1.8220;0.0133;-0.0485;0.0037
0000936380;5.2696;-16.0196;1.7262;0.0125;-0.0448;-0.0043
0000936388;5.2289;-16.0771;1.8555;0.0063;-0.0441;-0.0057
0000936396;5.4181;-15.9023;1.7885;0.0072;-0.0438;-0.0128
0000936408;5.3606;-15.9526;1.8052;0.0112;-0.0462;-0.0160
0000936416;5.2696;-16.0962;1.8076;0.0108;-0.0420;-0.0135
0000936427;5.2337;-16.1537;1.7885;0.0132;-0.0360;-0.0088
0000936435;5.4133;-15.8831;1.8316;0.0065;-0.0288;-0.0108
0000936447;5.3798;-15.8736;1.6975;0.0024;-0.0246;-0.0049
0000936455;5.4013;-15.9286;1.7980;0.0091;-0.0272;-0.0103
0000936466;5.4133;-16.0651;1.8818;0.0108;-0.0254;-0.0089
0000936474;5.4636;-16.1058;1.7909;0.0107;-0.0164;-0.0072
0000936486;5.3917;-16.1058;1.8794;0.0185;-0.0136;-0.0075
0000936494;5.3151;-16.1441;1.8172;0.0248;-0.0192;-0.0135
0000936502;5.4205;-15.9909;1.8196;0.0342;-0.0209;-0.0139
0000936513;5.3343;-15.9933;1.9154;0.0317;-0.0213;-0.0113
0000936521;5.2529;-16.0244;1.9225;0.0428;-0.0313;-0.0133
