time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000398245;-3.7110;-6.6798;-0.1245;-0.0201;-0.0356;-0.0129
0000398253;-3.5147;-6.6128;-0.1053;-0.0159;-0.0428;-0.0123
0000398260;-3.5482;-6.5074;-0.1724;-0.0128;-0.0440;-0.0148
0000398268;-3.5506;-6.6008;-0.1508;-0.0131;-0.0477;-0.0152
0000398279;-3.6248;-6.6032;-0.1197;-0.0121;-0.0448;-0.0200
0000398287;-3.5434;-6.5649;-0.0431;-0.0179;-0.0402;-0.0153
0000398355;-3.6296;-6.6319;0.0359;-0.0111;-0.0441;-0.0183
0000398363;-3.7086;-6.7277;-0.1293;-0.0140;-0.0388;-0.0140
0000398374;-3.7158;-6.7708;-0.0048;-0.0177;-0.0337;-0.0121
0000398382;-3.7206;-6.5912;-0.1556;-0.0181;-0.0344;-0.0151
0000398394;-3.6536;-6.5194;-0.0766;-0.0164;-0.0313;-0.0205
0000398402;-3.7972;-6.7086;-0.0431;-0.0221;-0.0296;-0.0204
0000398410;-3.7326;-6.7325;-0.0431;-0.0188;-0.0369;-0.0215
0000398422;-3.7733;-6.7708;-0.1125;-0.0175;-0.0324;-0.0188
0000398429;-3.8379;-6.7708;-0.1221;-0.0096;-0.0412;-0.0203
0000398441;-3.6871;-6.6463;-0.0263;-0.0128;-0.0424;-0.0137
0000398449;-3.7302;-6.6870;-0.0958;-0.0191;-0.0376;-0.0092
0000398460;-3.7781;-6.8546;-0.0144;-0.0108;-0.0389;-0.0081
0000398468;-3.6440;-6.5338;0.0048;-0.0151;-0.0369;-0.0084
0000398480;-3.6966;-6.6415;-0.0311;-0.0193;-0.0344;-0.0017
0000398488;-3.7350;-6.6008;-0.1269;-0.0208;-0.0360;-0.0073
0000398499;-3.8379;-6.7373;-0.0766;-0.0221;-0.0324;-0.0065
0000398507;-3.4764;-6.5960;-0.0670;-0.0184;-0.0380;-0.0091
0000398519;-3.7373;-6.6391;-0.1221;-0.0095;-0.0425;-0.0217
0000398527;-3.7014;-6.5314;-0.1269;-0.0104;-0.0401;-0.0185
0000398538;-3.6344;-6.5553;-0.0766;-0.0113;-0.0398;-0.0225
0000398546;-3.5362;-6.6152;-0.0215;-0.0185;-0.0412;-0.0220
0000398554;-3.7134;-6.7253;-0.1508;-0.0157;-0.0484;-0.0250
0000398622;-3.7397;-6.7253;-0.0359;-0.0120;-0.0394;-0.0075
0000398630;-3.7350;-6.8666;-0.0934;-0.0191;-0.0350;-0.0077
0000398641;-3.6655;-6.6702;0.0263;-0.0157;-0.0372;-0.0099
0000398649;-3.6272;-6.4835;0.0527;-0.0184;-0.0286;-0.0076
0000398661;-3.6655;-6.7205;0.0838;-0.0115;-0.0349;-0.0111
0000398669;-3.7373;-6.8235;-0.0144;-0.0133;-0.0185;-0.0095
0000398680;-3.6679;-6.7014;-0.0407;-0.0111;-0.0233;-0.0073
0000398688;-3.6919;-6.6655;-0.0575;-0.0143;-0.0211;-0.0088
0000398700;-3.5745;-6.6008;0.0239;-0.0107;-0.0204;-0.0073
0000398708;-3.5386;-6.5146;-0.0958;-0.0167;-0.0177;-0.0040
0000398719;-3.6583;-6.7062;-0.0575;-0.0080;-0.0191;-0.0076
0000398727;-3.7517;-6.6295;-0.0790;-0.0143;-0.0153;-0.0072
0000398739;-3.7182;-6.6487;-0.0886;-0.0187;-0.0115;-0.0059
0000398747;-3.7541;-6.6990;-0.1125;-0.0103;-0.0139;-0.0049
0000398755;-3.5913;-6.6702;-0.0120;-0.0128;-0.0131;-0.0012
0000398766;-3.5362;-6.5457;-0.0359;-0.0151;-0.0117;-0.0055
0000398774;-3.5985;-6.6272;-0.1437;-0.0117;-0.0217;-0.0151
0000398786;-3.6823;-6.6367;-0.0862;-0.0131;-0.0241;-0.0129
0000398794;-3.6536;-6.6750;-0.1149;-0.0064;-0.0258;-0.0171
0000398805;-3.6320;-6.5577;-0.0934;-0.0159;-0.0197;-0.0141
0000398813;-3.7110;-6.6487;-0.0862;-0.0105;-0.0258;-0.0171
0000398881;-3.5937;-6.5697;-0.1173;-0.0128;-0.0293;-0.0121
0000398889;-3.6176;-6.6750;-0.1149;-0.0136;-0.0280;-0.0109
0000398900;-3.4764;-6.5960;-0.0742;-0.0109;-0.0330;-0.0155
0000398908;-3.6536;-6.7301;-0.1221;-0.0128;-0.0281;-0.0096
0000398920;-3.6799;-6.6248;-0.0886;-0.0145;-0.0268;-0.0024
0000398928;-3.5099;-6.6559;-0.0072;-0.0087;-0.0314;-0.0115
0000398940;-3.5291;-6.6655;-0.0694;-0.0089;-0.0321;-0.0111
0000398947;-3.5362;-6.6152;-0.0599;-0.0083;-0.0272;-0.0081
0000398959;-3.6272;-6.6487;-0.0790;-0.0065;-0.0282;-0.0096
0000398967;-3.6847;-6.6319;-0.0096;-0.0124;-0.0213;-0.0061
0000398975;-3.6536;-6.6487;-0.0742;-0.0141;-0.0204;-0.0052
0000398986;-3.5506;-6.5745;-0.1077;-0.0135;-0.0183;-0.0107
0000398994;-3.6536;-6.5769;-0.1460;-0.0116;-0.0189;-0.0096
0000399006;-3.7182;-6.6415;-0.1413;-0.0053;-0.0225;-0.0120
0000399014;-3.7158;-6.6152;-0.1700;-0.0127;-0.0139;-0.0123
0000399025;-3.6200;-6.6487;-0.2251;-0.0084;-0.0257;-0.0164
0000399033;-3.5314;-6.6128;-0.1437;-0.0133;-0.0203;-0.0113
0000399045;-3.5578;-6.6319;-0.1844;-0.0124;-0.0241;-0.0141
0000399053;-3.7972;-6.7828;-0.0694;-0.0067;-0.0302;-0.0125
0000399065;-3.5650;-6.5697;-0.0766;-0.0104;-0.0258;-0.0157
0000399073;-3.7062;-6.6128;-0.1724;-0.0059;-0.0240;-0.0144
0000399140;-3.7302;-6.7636;-0.0886;-0.0121;-0.0273;-0.0119
0000399148;-3.8810;-6.8809;-0.0694;-0.0089;-0.0260;-0.0151
0000399159;-3.6176;-6.7038;-0.2274;-0.0112;-0.0333;-0.0100
