time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0000244302;3.4237;2.6288;-0.0168;0.0833;-0.7474;0.0248
0000244311;3.3088;2.4397;0.0646;0.0994;-0.7121;0.0167
0000244319;3.3830;2.5235;0.0215;0.1219;-0.6917;0.0053
0000244327;3.1268;2.3511;0.0503;0.1338;-0.6639;0.0097
0000244380;2.9449;2.7749;-0.4381;0.0693;-0.5676;0.0993
0000244388;3.3471;2.7222;-0.4645;0.0718;-0.5617;0.1030
0000244396;3.3327;2.5881;-0.5363;0.0809;-0.5684;0.1057
0000244407;3.5482;2.4110;-0.4693;0.0834;-0.5672;0.1252
0000244415;3.4596;2.3343;-0.3687;0.0819;-0.5652;0.1515
0000244426;3.5650;2.1500;-0.3304;0.0581;-0.5612;0.1881
0000244434;3.5338;2.2458;-0.4741;0.0414;-0.5725;0.1807
0000244445;3.5314;2.6264;-0.3807;-0.0075;-0.5846;0.1696
0000244453;3.3208;2.5498;-0.4046;-0.0389;-0.6081;0.1423
0000244464;3.6512;2.9999;-0.5004;-0.0697;-0.6283;0.1339
0000244472;3.4548;2.8419;-0.4286;-0.0609;-0.6314;0.1418
0000244480;3.9433;3.1843;-0.3567;-0.0362;-0.6374;0.1419
0000244491;3.6224;3.0023;-0.3950;-0.0001;-0.6210;0.1520
0000244499;3.6033;3.2705;-0.4070;0.0272;-0.6213;0.1495
0000244510;3.4884;3.3232;-0.5555;0.0685;-0.6157;0.1551
0000244518;3.5865;3.3902;-0.6800;0.0923;-0.6114;0.1515
0000244529;3.7254;3.6033;-1.0008;0.1292;-0.6207;0.1339
0000244537;3.8906;3.6033;-1.0774;0.1496;-0.6328;0.1167
0000244548;4.1851;3.5506;-1.3001;0.1504;-0.6468;0.0903
0000244556;4.0989;3.5721;-1.3336;0.1446;-0.6566;0.0734
0000244564;4.3694;3.6105;-1.3288;0.1444;-0.6728;0.0661
0000244575;4.3910;3.7254;-1.4772;0.1488;-0.6951;0.0401
0000244583;4.5801;3.7230;-1.2306;0.1452;-0.7000;0.0260
0000244636;3.1699;2.1428;-0.7757;0.2555;-0.4442;0.0738
0000244644;3.1699;2.0423;-0.9601;0.2595;-0.3825;0.1063
0000244655;3.2106;1.6376;-0.9720;0.2431;-0.3158;0.1443
0000244663;3.1580;1.3048;-1.1277;0.1927;-0.2711;0.1653
0000244671;3.3854;1.2761;-1.2043;0.1263;-0.2341;0.1637
0000244682;3.5410;1.3431;-1.4246;-0.0012;-0.1869;0.1823
0000244690;3.6751;1.4198;-1.4030;-0.0807;-0.1548;0.2006
0000244701;4.0606;1.8651;-1.4006;-0.1908;-0.1186;0.2156
0000244709;4.1276;2.1428;-1.2809;-0.2485;-0.0978;0.2406
0000244720;4.2162;2.4828;-1.1181;-0.2805;-0.0830;0.2786
0000244728;4.4436;2.8108;-0.9720;-0.2777;-0.0622;0.3004
0000244739;4.5131;3.3830;-0.7063;-0.2236;-0.0512;0.2930
0000244747;4.6950;3.5362;-0.5531;-0.1653;-0.0408;0.2769
0000244755;4.6400;3.6895;-0.4980;-0.0723;-0.0421;0.2521
0000244766;4.9249;3.9696;-0.4693;0.0699;-0.0285;0.2394
0000244774;5.2744;4.1827;-0.3208;0.1656;-0.0230;0.2374
0000244785;5.1930;4.1252;-0.4142;0.2705;0.0080;0.2549
0000244793;5.2361;4.0007;-0.4836;0.3499;0.0207;0.2663
0000244804;5.1906;3.7685;-0.6033;0.4318;0.0652;0.2751
0000244812;5.2864;3.5219;-0.5148;0.4827;0.0770;0.2630
0000244820;5.5354;3.2968;-0.5674;0.5052;0.0834;0.2481
0000244831;5.6623;2.9066;-0.4525;0.5088;0.0621;0.2061
0000244839;6.0741;2.6887;-0.3496;0.5041;0.0301;0.1837
0000244893;6.1028;2.9497;-0.4884;0.2479;-0.2194;-0.0657
0000244901;5.3870;3.0430;-0.4381;0.1767;-0.2110;-0.0998
0000244912;4.6735;3.2298;-0.4764;0.0781;-0.1803;-0.1358
0000244920;4.0414;3.3686;-0.3376;0.0200;-0.1391;-0.1362
0000244931;3.4046;3.6105;-0.4142;-0.0392;-0.0636;-0.1144
0000244939;2.9951;3.5913;-0.3543;-0.0751;-0.0003;-0.0701
0000244947;3.0885;3.8403;-0.3352;-0.0957;0.0612;-0.0218
0000244958;3.7038;3.7757;-0.0694;-0.0943;0.1368;0.0502
0000244966;4.3335;3.4955;0.1437;-0.0786;0.1675;0.0853
0000244977;5.1212;3.4836;0.3567;-0.0354;0.1859;0.1049
0000244985;5.6288;3.3136;0.4525;0.0044;0.1687;0.1010
0000244996;6.3351;3.2178;0.3496;0.0532;0.1120;0.0869
0000245004;6.8259;3.2585;0.3567;0.0697;0.0501;0.0648
0000245012;6.7253;3.0885;0.2251;0.0654;-0.0057;0.0462
0000245023;6.8043;2.8802;0.1460;0.0390;-0.0938;0.0232
0000245031;6.8690;2.7557;-0.0431;0.0179;-0.1452;0.0200
0000245042;6.7756;2.4349;-0.0814;0.0091;-0.2333;-0.0061
0000245050;6.4787;2.4373;-0.0407;0.0081;-0.2767;-0.0301
0000245061;5.5976;2.2242;-0.0742;0.0417;-0.3352;-0.0810
0000245069;5.1380;2.2601;-0.2227;0.0779;-0.3585;-0.1063
0000245080;4.1779;2.4660;-0.6728;0.1183;-0.3500;-0.1214
0000245088;3.8978;2.9473;-1.1899;0.1368;-0.2802;-0.1175
0000245096;3.4812;3.3519;-1.7813;0.1246;-0.2106;-0.1086
0000245149;3.4716;3.9121;-1.1133;-0.1351;0.2695;0.2392
0000245157;4.3742;3.5626;-0.6728;-0.0977;0.2914;0.2250
0000245168;5.2864;3.1388;-0.4453;-0.0433;0.3040;0.1964
0000245176;5.7317;2.6384;-0.2921;0.0087;0.2952;0.1683
0000245187;6.4763;2.3272;-0.2873;0.0831;0.2535;0.1168
0000245195;6.6511;1.7980;-0.3687;0.1394;0.2330;0.0673
0000245203;6.7660;1.5323;-0.4932;0.2012;0.1977;0.0300
0000245214;6.8331;1.1564;-0.6895;0.2751;0.1483;-0.0144
0000245222;6.7133;1.2785;-0.8930;0.3055;0.0866;-0.0482
0000245233;6.2896;1.1732;-1.1516;0.3086;-0.0023;-0.0974
0000245241;5.8059;1.1732;-1.3168;0.2774;-0.0524;-0.1364
0000245252;5.4253;1.7047;-1.2594;0.1924;-0.0845;-0.1632
0000245260;5.1356;2.1093;-1.3958;0.1150;-0.1026;-0.1749
0000245271;4.5993;2.5857;-1.4126;-0.0121;-0.1007;-0.1360
0000245279;4.3790;3.0598;-1.2953;-0.0782;-0.1027;-0.0923
0000245287;4.0773;3.3591;-1.1947;-0.1228;-0.0901;-0.0378
0000245298;3.9624;3.5913;-0.8906;-0.1057;-0.0867;-0.0028
0000245306;4.1827;3.9911;-0.8882;-0.0410;-0.0915;0.0065
