time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0001437417;7.7189;-15.8089;-3.0095;0.0181;-0.1557;-0.0361
0001437427;7.6255;-15.8520;-2.9544;0.0254;-0.1739;-0.0476
0001437435;7.6160;-15.8017;-2.9066;0.0281;-0.1856;-0.0490
0001437443;7.5944;-15.8185;-2.9856;0.0370;-0.2032;-0.0502
0001437451;7.5585;-15.7969;-2.9090;0.0504;-0.2221;-0.0505
0001437459;7.7069;-15.6988;-3.0502;0.0528;-0.2309;-0.0500
0001437467;7.6878;-15.9095;-2.9305;0.0612;-0.2486;-0.0537
0001437475;7.5753;-15.8209;-2.9880;0.0600;-0.2555;-0.0513
0001437483;7.9559;-15.7012;-2.9568;0.0614;-0.2721;-0.0569
0001437491;7.9009;-15.7251;-2.8611;0.0614;-0.2771;-0.0605
0001437499;7.6878;-15.8783;-2.9066;0.0630;-0.2899;-0.0633
0001437507;7.6902;-15.7874;-2.9473;0.0698;-0.2982;-0.0679
0001437515;7.7213;-15.8209;-2.9329;0.0694;-0.2964;-0.0685
0001437523;7.4939;-15.9310;-2.8467;0.0730;-0.3019;-0.0693
0001437531;7.6878;-15.7036;-2.9640;0.0706;-0.3003;-0.0673
0001437539;7.5489;-15.8592;-2.9329;0.0773;-0.3015;-0.0626
0001437547;7.7309;-15.8352;-2.8204;0.0675;-0.2908;-0.0545
0001437555;7.3741;-16.0052;-2.8611;0.0655;-0.2867;-0.0590
0001437563;7.3454;-15.9669;-2.9066;0.0626;-0.2825;-0.0577
0001437571;7.2880;-16.0364;-2.8084;0.0533;-0.2749;-0.0554
0001437579;7.4484;-15.9382;-2.8659;0.0552;-0.2742;-0.0576
0001437587;7.3574;-15.8544;-2.9784;0.0446;-0.2594;-0.0528
0001437595;7.4053;-15.9765;-2.8132;0.0405;-0.2495;-0.0494
0001437603;7.4819;-15.8640;-2.8036;0.0300;-0.2346;-0.0473
0001437611;7.4316;-15.9669;-2.8611;0.0225;-0.2293;-0.0472
0001437619;7.2760;-16.0459;-2.8228;0.0203;-0.2142;-0.0501
0001437627;7.3334;-16.0100;-2.7533;0.0091;-0.1924;-0.0369
0001437635;7.4508;-15.8927;-2.7821;0.0079;-0.1851;-0.0436
0001437643;7.2640;-15.9741;-2.7557;-0.0005;-0.1601;-0.0305
0001437651;7.2449;-16.0244;-2.8515;-0.0025;-0.1440;-0.0246
