time;acc_x;acc_y;acc_z;gyro_x;gyro_y;gyro_z
0002302833;5.4420;2.5522;2.1045;-0.1928;-0.0525;-0.0121
0002302842;5.2505;2.5809;2.1021;-0.1916;-0.0560;-0.0213
0002302850;5.3463;2.5690;2.0901;-0.1982;-0.0482;-0.0160
0002302858;5.1451;2.4253;2.0542;-0.2060;-0.0480;-0.0140
0002302911;5.3870;2.5977;2.1620;-0.2048;-0.0346;-0.0048
0002302919;5.3702;2.7054;2.1332;-0.2018;-0.0365;-0.0104
0002302930;5.4396;2.6791;2.2122;-0.2034;-0.0349;-0.0087
0002302938;5.2984;2.6384;2.2697;-0.2024;-0.0376;-0.0079
0002302946;5.3463;2.5690;2.2817;-0.1993;-0.0410;-0.0107
0002302957;5.4851;2.6145;2.3152;-0.2054;-0.0356;-0.0043
0002302965;5.4444;2.4517;2.3056;-0.2072;-0.0338;-0.0027
0002303019;5.4588;2.6121;2.4995;-0.2025;-0.0123;-0.0073
0002303027;5.2744;2.5043;2.4062;-0.2040;-0.0216;-0.0051
0002303038;5.3151;2.4253;2.6600;-0.1985;-0.0201;-0.0115
0002303046;5.4827;2.5450;2.5786;-0.2046;-0.0152;-0.0015
0002303057;5.2457;2.4972;2.6935;-0.2072;-0.0148;-0.0033
0002303065;5.3678;2.5139;2.6743;-0.2141;-0.0119;-0.0044
0002303073;5.2792;2.2218;2.7342;-0.2182;-0.0236;-0.0047
0002303084;5.3223;2.4493;2.8036;-0.2189;-0.0160;0.0035
0002303092;5.5689;2.5618;2.6456;-0.2174;-0.0234;-0.0093
0002303103;5.3798;2.6624;2.7677;-0.2233;-0.0218;-0.0048
0002303111;5.4300;2.5379;2.8730;-0.2181;-0.0272;-0.0089
0002303122;5.3798;2.5139;2.8683;-0.2126;-0.0234;-0.0059
0002303130;5.3103;2.3942;2.8467;-0.1998;-0.0316;-0.0097
0002303141;5.4277;2.6408;3.0071;-0.1970;-0.0197;-0.0028
0002303149;5.4037;2.7031;2.9018;-0.1921;-0.0272;-0.0140
0002303157;5.3008;2.5786;2.8347;-0.1925;-0.0222;-0.0104
0002303168;5.2768;2.7414;2.8730;-0.1853;-0.0209;-0.0127
0002303176;5.3271;2.7797;2.7773;-0.1745;-0.0177;-0.0177
0002303187;5.2744;2.8276;2.8467;-0.1466;-0.0211;-0.0209
0002303195;5.2960;2.7461;2.8802;-0.1290;-0.0240;-0.0226
0002303206;5.3127;2.6959;2.8156;-0.0942;-0.0302;-0.0244
0002303214;5.4205;2.7414;2.9592;-0.0750;-0.0321;-0.0292
0002303268;5.3463;2.7869;2.8156;0.0665;-0.0723;-0.0542
0002303276;5.4181;2.6719;2.8683;0.0777;-0.0675;-0.0460
0002303284;5.5976;2.7509;2.8467;0.0835;-0.0814;-0.0414
0002303295;5.6599;2.7485;2.8419;0.1051;-0.0903;-0.0430
0002303303;5.6886;2.6169;2.9640;0.1108;-0.0921;-0.0378
0002303314;5.5162;2.6695;2.9425;0.1175;-0.1001;-0.0508
0002303322;5.4875;2.4828;3.0023;0.1304;-0.1046;-0.0536
0002303333;5.2098;2.4397;2.9928;0.1416;-0.1023;-0.0568
0002303341;5.1715;2.4086;3.1292;0.1495;-0.0954;-0.0585
0002303349;5.3247;2.5402;3.1699;0.1537;-0.1018;-0.0534
0002303360;5.2696;2.6264;3.1891;0.1616;-0.0991;-0.0472
0002303368;5.3079;2.5450;3.1819;0.1703;-0.1011;-0.0472
0002303379;5.2505;2.7509;3.2561;0.1757;-0.0875;-0.0300
0002303387;5.3534;2.8706;3.2968;0.1948;-0.0941;-0.0330
0002303398;5.2505;2.6671;3.3208;0.2234;-0.0899;-0.0481
0002303406;5.2912;2.8228;3.3327;0.2417;-0.0879;-0.0469
0002303417;5.3079;2.7461;3.3088;0.2834;-0.0874;-0.0609
0002303425;5.3103;2.8371;3.2992;0.3018;-0.0803;-0.0632
0002303433;5.2050;2.8252;3.3064;0.3243;-0.0798;-0.0681
0002303444;5.2672;2.7653;3.1963;0.3516;-0.0783;-0.0612
